date_y-m-d,1/1/20,1/2/20,1/3/20,1/4/20,1/5/20,1/6/20,1/7/20,1/8/20,1/9/20,1/10/20,1/11/20,1/12/20,1/13/20,1/14/20,1/15/20,1/16/20,1/17/20,1/18/20,1/19/20,1/20/20,1/21/20,1/22/20,1/23/20,1/24/20,1/25/20,1/26/20,1/27/20,1/28/20,1/29/20,1/30/20,1/31/20,2/1/20,2/2/20,2/3/20,2/4/20,2/5/20,2/6/20,2/7/20,2/8/20,2/9/20,2/10/20,2/11/20,2/12/20,2/13/20,2/14/20,2/15/20,2/16/20,2/17/20,2/18/20,2/19/20,2/20/20,2/21/20,2/22/20,2/23/20,2/24/20,2/25/20,2/26/20,2/27/20,2/28/20,2/29/20,3/1/20,3/2/20,3/3/20,3/4/20,3/5/20,3/6/20,3/7/20,3/8/20,3/9/20,3/10/20,3/11/20,3/12/20,3/13/20,3/14/20,3/15/20,3/16/20,3/17/20,3/18/20,3/19/20,3/20/20,3/21/20,3/22/20,3/23/20,3/24/20,3/25/20,3/26/20,3/27/20,3/28/20,3/29/20,3/30/20,3/31/20,4/1/20,4/2/20,4/3/20,4/4/20,4/5/20,4/6/20,4/7/20,4/8/20,4/9/20,4/10/20,4/11/20,4/12/20,4/13/20,4/14/20,4/15/20,4/16/20,4/17/20,4/18/20,4/19/20,4/20/20,4/21/20,4/22/20,4/23/20,4/24/20,4/25/20,4/26/20,4/27/20,4/28/20,4/29/20,4/30/20,5/1/20,5/2/20,5/3/20,5/4/20,5/5/20,5/6/20,5/7/20,5/8/20,5/9/20,5/10/20,5/11/20,5/12/20,5/13/20,5/14/20,5/15/20,5/16/20,5/17/20,5/18/20,5/19/20,5/20/20,5/21/20,5/22/20,5/23/20,5/24/20,5/25/20,5/26/20,5/27/20,5/28/20,5/29/20,5/30/20,5/31/20,6/1/20,6/2/20,6/3/20,6/4/20,6/5/20,6/6/20,6/7/20,6/8/20,6/9/20,6/10/20,6/11/20,6/12/20,6/13/20,6/14/20,6/15/20,6/16/20,6/17/20,6/18/20,6/19/20,6/20/20,6/21/20,6/22/20,6/23/20,6/24/20,6/25/20,6/26/20,6/27/20,6/28/20,6/29/20,6/30/20,7/1/20,7/2/20,7/3/20,7/4/20,7/5/20,7/6/20,7/7/20,7/8/20,7/9/20,7/10/20,7/11/20,7/12/20,7/13/20,7/14/20,7/15/20,7/16/20,7/17/20,7/18/20,7/19/20,7/20/20,7/21/20,7/22/20,7/23/20,7/24/20,7/25/20,7/26/20,7/27/20,7/28/20,7/29/20,7/30/20,7/31/20,8/1/20,8/2/20,8/3/20,8/4/20,8/5/20,8/6/20,8/7/20,8/8/20,8/9/20,8/10/20,8/11/20,8/12/20,8/13/20,8/14/20,8/15/20,8/16/20,8/17/20,8/18/20,8/19/20,8/20/20,8/21/20,8/22/20,8/23/20,8/24/20,8/25/20,8/26/20,8/27/20,8/28/20,8/29/20,8/30/20,8/31/20,9/1/20,9/2/20,9/3/20,9/4/20,9/5/20,9/6/20,9/7/20,9/8/20,9/9/20,9/10/20,9/11/20,9/12/20,9/13/20,9/14/20,9/15/20,9/16/20,9/17/20,9/18/20,9/19/20,9/20/20,9/21/20,9/22/20,9/23/20,9/24/20,9/25/20,9/26/20,9/27/20,9/28/20,9/29/20,9/30/20
U3401978230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.33241207,15.86455869,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.81806837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.49208548,0,0,0,0,0,0,0,0,32.78431508,0,0,0,16.15851631,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.0198101,0,0,0,0,29.42241859,0,0,0,0,0,0,0,0,0,0,0,0,15.09217408,0,0,0,0,0,0,0,0,0,0,0,15.66311392,0,62.63803197,0,0,0,0,15.7355828,0,0,32.04084654,0,0,0,0,0,0,0,0,0,0,61.6366343,0,0,0,15.41464599,0,15.60715222,0,0,0,16.01288044,0,0,15.11037416,0,0,0,15.22537013,0,14.32741552,28.05875247,0,0,0,13.63329993,0,0,14.45090898,0,0,0,0,0,13.96723379,0,0,0,58.57337926,0,0,0,28.6281265,0,15.43213198,15.69874712,15.84344325,0,0,15.74494891,15.75641153,0,16.27004955,0,0,0,15.02502367,0,14.5307312,29.37975504,45.13346393,0,0,14.12803394,28.38154561,0,0,0,0,0,29.36797632,0,15.02265342,31.29945768,16.05878583,0,16.11094945,31.82348616,0,0,32.08835125,15.71999736,15.83764635,0,15.48331816
U3402119780,155.5837987,57.85807157,72.31599891,86.93764645,115.0729261,72.6913682,58.77401636,134.0996057,44.52570057,44.71666041,149.7870266,74.21644117,76.27318745,77.63369856,125.8430738,77.79860135,62.02201381,127.1155309,62.66482414,142.7810282,62.9236157,61.51718346,31.23170772,127.1240155,63.96547439,127.6308929,95.63985136,0,0,0,81.48947458,94.71712751,163.5668155,79.5693516,13.81806837,28.49619965,70.7430244,55.45412724,109.6125004,154.7151803,82.33020173,70.99830013,42.31003229,42.88675053,100.8991312,161.733356,163.5668155,136.9889074,61.71052717,59.63341474,58.97968537,90.10180717,134.4910084,75.49197742,103.4579402,57.90204603,71.29169911,58.22776606,45.16485914,137.0940879,205.6299485,54.60198962,39.83349136,41.31392625,53.94623991,13.45682955,149.1336276,207.8682441,41.41334222,29.48801635,15.09265247,14.87900378,43.62814208,61.58481537,59.99785786,76.55032154,30.76753578,109.9673694,62.44498361,112.7080008,70.08802532,122.4332733,82.71828637,131.8407864,111.6471041,150.0976182,118.0408344,101.7218444,84.4584575,211.8508796,98.88058978,116.1218181,73.24150131,74.09402135,91.83971453,135.7048261,108.1862179,110.4886627,94.52282954,140.7504106,79.83886113,144.1401615,113.8553324,97.34421426,180.3758308,115.4445984,182.6847925,149.3703859,167.6500827,50.03078701,49.46255064,64.52457906,48.31976862,32.38407128,49.17647261,64.691145,49.1544735,48.92382779,80.79258153,66.48416937,101.0740492,31.58913289,78.38002897,32.25354784,0,93.52029593,15.37234455,30.50927498,0,46.90139874,0,31.33344301,0,46.84295271,77.74524851,0,46.98934175,0,44.79378469,45.0594303,60.00920033,60.06787145,87.67940337,88.06319164,88.26725576,146.550631,44.66492605,15.3668872,15.27715212,59.95630548,29.5685897,0,72.43701698,74.55810967,59.58863651,104.2899027,59.41760779,135.8295667,151.0845629,89.31309595,88.76088983,73.78172746,29.4542699,45.04948278,207.6248053,90.88722044,91.75417523,93.88602977,169.7534517,78.31556959,79.2699697,297.5306518,276.9504568,123.1855637,93.76277528,141.2328456,62.94233121,93.82744351,111.9546203,64.08169308,47.65401168,15.61636602,31.33756746,79.60393888,62.77015358,112.0072924,111.0445111,47.6699149,232.5144057,30.85326422,92.45495146,30.66054928,235.9323798,80.1965573,107.9025219,62.6236149,93.64291333,77.99485651,47.24422027,161.2349734,240.1932067,31.79904498,61.73853285,75.55187078,134.6812182,89.9004972,227.9359482,106.5775909,30.25339137,128.9467397,126.2643861,56.42674725,115.7759339,232.0102327,95.4330995,83.84767551,71.22984173,173.4109078,42.18383439,28.02077387,144.4214262,165.5940118,127.1372159,41.90170138,100.1382346,95.86679898,168.6506686,292.8668963,164.008152,83.65371439,54.50978821,128.8265693,58.51938794,123.4570558,172.6862183,110.9041028,125.1114761,31.49823041,78.72474455,94.53846918,224.074826,146.4304459,222.2963951,143.9194172,101.9453417,180.300284,130.168798,87.18438721,220.3481628,165.4893678,120.1509005,59.62408039,70.64016972,56.76309123,14.5881614,59.06931737,103.7865417,59.39166771,149.7681807,88.10392895,14.56629344,60.09061366,109.5481019,64.23514334,143.4165663,64.44379779,31.82348616,95.06382271,126.3523402,336.9276881,157.1999736,158.3764635,61.00682277,46.44995447
U3402122185,42.4319451,72.32258946,57.85279913,14.48960774,14.38411576,87.22964184,58.77401636,44.69986857,103.8933013,29.81110694,14.97870266,59.37315294,91.52782494,62.10695885,62.92153689,77.79860135,62.02201381,15.88944137,0,79.32279346,110.1163275,46.1378876,46.84756158,143.0145174,63.96547439,398.8465405,207.2196779,264.4045396,260.9538946,197.269576,211.8726339,243.5583279,204.4585194,198.923379,262.5432991,270.7138967,226.3776781,249.5435726,274.0312509,154.7151803,274.4340058,283.9932005,352.5836024,285.9116702,345.9398783,338.1697443,312.2639206,289.1988044,339.4078994,283.25872,324.3882695,330.373293,328.7557983,211.3775368,221.695586,217.1326726,256.6501168,291.1388303,331.208967,243.722823,54.83465292,150.1554715,39.83349136,41.31392625,40.45967993,80.74097731,94.90321754,41.57364883,69.02223704,44.23202452,75.46326233,44.63701134,58.17085611,46.18861152,44.9983934,45.93019293,0,15.7096242,31.2224918,16.10114297,0,0,16.54365727,0,0,0,0,16.95364073,16.8916915,0,32.96019659,29.03045453,29.29660052,29.63760854,30.61323818,45.23494205,30.91034796,31.56818935,63.01521969,46.91680352,31.93554445,0,0,32.44807142,81.98901402,32.98417097,16.60770841,49.79012862,0,0,32.97503376,32.26228953,32.21317908,32.38407128,32.78431508,0,0,32.61588519,48.47554892,33.24208469,16.84567486,31.58913289,62.70402318,0,47.22703829,15.58671599,30.74468909,0,63.93112014,15.63379958,61.98567988,31.33344301,0,31.22863514,0,15.55463722,93.97868351,30.14231001,74.65630782,30.0396202,45.00690025,60.06787145,73.06616947,58.70879443,117.6896743,29.31012619,59.55323473,30.73377441,91.6629127,44.96722911,44.35288456,14.75588819,86.92442037,0,14.89715913,44.69567258,0,0,30.21691258,74.42757995,29.58696328,44.26903648,14.72713495,60.06597704,0,30.29574015,45.87708762,15.64767163,0,93.97868351,0,15.65950799,16.29120334,30.79639092,46.88138764,78.46269198,15.7355828,62.55162901,63.97406872,48.06126981,31.76934112,62.46546409,47.00635119,15.92078778,47.07761519,16.00104177,0,47.6699149,31.00192076,15.42663211,30.81831715,61.32109855,0,0,15.41464599,15.65590373,31.21430444,31.1979426,31.49614685,32.24699468,16.01288044,15.89952249,30.86926643,15.11037416,59.85831919,14.9834162,0,60.90148051,15.12669568,14.32741552,28.05875247,28.21337363,72.35995866,0,0,27.94922517,14.24596835,14.45090898,0,28.02077387,0,15.05400107,0,0,28.61092417,0,14.05422238,0,0,27.88457146,13.62744705,71.57031626,14.62984699,46.29639593,109.8912298,47.53032975,46.91680352,78.74557603,31.48989782,94.53846918,64.02137887,32.54009909,15.87831394,28.78388345,29.12724047,45.075071,43.38959934,72.65365601,44.06963255,60.17795191,60.07545027,44.71806029,56.51213578,28.38154561,43.76448421,44.30198803,44.47994644,29.69583385,59.90727227,14.68398816,14.56629344,75.11326708,31.29945768,0,17.92707078,64.44379779,47.73522925,0,15.79404252,64.1767025,31.43999472,31.67529271,0,46.44995447
U3402129310,113.1518536,72.32258946,159.0951976,347.7505858,71.92057882,87.22964184,102.8545286,238.399299,192.9447025,134.1499812,179.7444319,207.8060353,122.0370999,139.7406574,157.3038422,171.156923,124.0440276,317.7888273,250.6592965,190.3747043,141.5781353,138.4136628,203.0061002,127.1240155,223.8791604,127.6308929,111.5798266,66.1011349,130.4769473,197.269576,162.9789492,108.2481457,81.78340776,66.307793,124.3626154,85.48859896,56.59441952,83.18119086,301.434376,140.6501639,54.88680115,70.99830013,112.8267528,114.3646681,72.07080798,176.4363883,342.0033416,319.6407838,107.9934225,178.9002442,206.4288988,345.3902608,328.7557983,483.1486555,192.1361746,173.7061381,142.5833982,131.0124736,150.5495305,411.2822637,137.0866323,81.90298443,132.7783045,110.17047,107.8924798,94.19780686,271.1520501,249.441893,55.21778963,88.46404905,135.8338722,104.1530265,130.8844263,261.7354653,119.9957157,107.1704502,199.9889826,125.6769936,109.2787213,80.50571487,157.698057,17.49046762,49.63097182,49.44029489,111.6471041,133.4201051,16.86297634,33.90728147,16.8916915,0,65.92039319,43.5456818,29.29660052,44.45641281,0,15.07831402,30.91034796,31.56818935,189.0456591,46.91680352,15.96777223,32.03114699,48.79514245,32.44807142,65.59121121,181.4129403,99.64625044,66.38683816,50.29502482,33.35385801,16.48751688,96.78686858,32.21317908,16.19203564,16.39215754,16.17278625,16.3848245,97.84765558,80.79258153,0,0,47.38369933,109.7320406,16.12677392,31.48469219,77.93357994,46.11703364,91.52782494,47.9483401,78.1689979,123.9713598,31.33344301,46.63039859,46.84295271,31.09809941,15.55463722,125.3049113,45.21346501,14.93126156,45.0594303,45.00690025,105.118775,58.45293558,117.4175889,58.84483717,14.6550631,59.55323473,107.5682104,76.38576058,89.93445823,118.2743588,44.26766456,101.4118238,59.64648774,29.79431825,59.59423011,133.6896175,90.55304447,181.3014755,59.54206396,73.96740819,147.5634549,103.0899446,90.09896556,74.15171619,60.59148029,15.29236254,78.23835815,108.0249238,140.9680253,63.41597576,125.2760639,81.4560167,200.176541,156.2712921,94.15523037,94.41349681,93.82744351,143.9416546,80.10211635,31.76934112,78.08183011,156.6878373,79.60393888,141.2328456,48.00312532,79.31750791,127.1197731,108.5067227,61.70652843,169.5007443,153.3027464,471.8647595,192.4717375,30.82929198,297.4621708,124.8572178,124.7917704,220.4730279,386.9639362,512.4121742,79.49761245,108.0424325,90.66224493,239.4332768,134.8507458,501.459086,334.9581428,121.0135655,171.9289862,154.3231386,112.8534945,115.7759339,449.5198258,245.3993987,181.6699636,71.22984173,187.8618167,196.8578938,98.07270855,317.7271376,301.0800215,84.75814395,41.90170138,85.8327725,68.47628498,98.37955666,424.6569996,205.01019,223.0765717,109.0195764,71.57031626,131.6686229,293.2105076,313.9749423,253.495092,156.3893451,236.2367281,157.4494891,141.8077038,208.0694813,227.7806937,301.6879648,158.311359,87.38172142,225.375355,173.5583974,101.7151184,528.8355907,300.8897596,285.3583888,59.62408039,98.89623761,113.5261825,72.94080701,236.2772695,266.8796786,193.02292,104.8377265,117.4719053,43.69888032,150.2265342,453.8421364,369.3520742,143.4165663,161.1094945,238.6761462,174.283675,252.7046804,529.4577956,392.999934,205.8894026,61.00682277,108.3832271
U3402131620,14.1439817,28.92903579,0,0,71.92057882,0,0,0,29.68380038,0,0,14.84328823,0,15.52673971,0,0,0,15.88944137,15.66620603,0,0,0,0,0,0,0,0,0,0,16.43913134,16.29789492,27.06203643,0,0,0,0,0,0,0,0,13.72170029,0,0,14.29558351,0,0,0,0,0,0,0,0,0,15.09839548,0,0,0,0,0,0,0,0,13.27783045,0,0,0,0,110.8630635,0,14.74400817,0,0,0,30.79240768,29.99892893,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.51522727,0,0,0,30.15662803,15.45517398,15.78409468,15.75380492,0,0,0,0,0,16.3978028,16.49208548,16.60770841,0,0,0,0,16.13114476,16.10658954,0,0,16.17278625,0,0,16.15851631,16.62104234,16.84567486,0,15.67600579,0,0,0,0,0,47.9483401,31.26759916,15.49641997,0,0,0,0,15.55463722,0,0,0,0,0,0,14.61323389,0,58.84483717,14.6550631,0,0,0,0,0,0,0,0,0,0,0,0,30.21691258,0,0,14.75634549,14.72713495,0,0,15.14787007,15.29236254,15.64767163,46.29639593,15.66311392,31.70798788,0,16.29120334,15.39819546,15.62712921,15.6925384,15.7355828,0,0,48.06126981,31.76934112,15.61636602,15.66878373,47.76236333,0,64.00416709,47.59050475,31.77994327,62.00384152,30.85326422,46.22747573,15.33027464,15.72882532,16.03931146,15.41464599,15.65590373,15.60715222,15.5989713,15.74807342,32.24699468,48.03864133,15.89952249,15.43463321,15.11037416,29.9291596,0,0,60.90148051,15.12669568,28.65483104,0,42.32006044,43.4159752,14.50063954,40.89989979,27.94922517,14.24596835,28.90181796,28.12255626,14.01038694,0,15.05400107,14.12635733,27.93446759,14.30546208,13.695257,14.05422238,14.64334481,27.334692,13.94228573,27.2548941,28.6281265,14.62984699,0,15.69874712,31.6868865,15.63893451,15.74911521,31.48989782,15.75641153,0,16.27004955,15.87831394,14.39194172,14.56362024,15.02502367,14.46319978,0,14.68987752,15.04448798,0,29.8120402,42.38410183,14.19077281,0,0,74.13324407,14.84791693,14.97681807,73.41994079,29.13258688,0,15.64972884,16.05878583,17.92707078,16.11094945,15.91174308,15.84397045,0,48.13252687,15.71999736,15.83764635,15.25170569,15.48331816
U3402133150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.39620384,0,0,0,0,0,0,0,0,0,0,15.94958631,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.89715913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.02937623,0,14.47199173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
U3402133180,0,43.39355368,14.46319978,0,0,29.07654728,58.77401636,29.79991238,44.52570057,29.81110694,14.97870266,0,61.01854996,62.10695885,47.19115266,77.79860135,31.0110069,0,15.66620603,0,31.46180785,61.51718346,62.46341543,31.78100387,0,31.90772324,15.93997523,66.1011349,48.92885524,49.31739401,48.89368475,40.59305465,13.63056796,66.307793,55.27227349,42.74429948,42.44581464,27.72706362,68.50781272,0,41.16510086,70.99830013,84.62006457,57.18233404,43.24248479,14.70303236,14.8697105,15.22098971,61.71052717,44.72506106,73.72460671,45.05090359,0,0,44.33911721,43.42653452,99.80837875,72.78470757,45.16485914,45.6980293,0,27.30099481,39.83349136,13.77130875,26.97311995,13.45682955,0,0,41.41334222,58.9760327,0,44.63701134,43.62814208,15.39620384,0,15.31006431,0,15.7096242,0,0,0,17.49046762,0,0,0,0,0,0,0,0,0,0,0,14.81880427,0,0,15.45517398,0,47.26141477,0,31.93554445,16.01557349,0,16.22403571,0,16.49208548,0,0,0,0,0,0,0,0,0,16.17278625,0,32.61588519,64.63406523,0,50.53702459,0,31.35201159,16.12677392,0,0,0,0,0,0,0,0,0,0,15.5490497,0,46.98934175,0,14.93126156,0,0,0,0,0,29.42241859,0,0,0,15.27715212,29.97815274,14.78429485,14.75588819,0,0,0,0,14.85440195,30.18434816,30.21691258,14.88551599,14.79348164,0,0,15.01649426,0,15.14787007,15.29236254,0,0,0,31.70798788,0,0,0,46.88138764,15.6925384,31.4711656,46.91372176,0,32.04084654,47.65401168,0,0,0,31.38507679,0,0,0,31.00192076,30.85326422,15.40915858,15.33027464,15.72882532,16.03931146,0,0,0,0,0,0,0,15.89952249,0,0,0,14.9834162,0,0,0,0,0,14.10668681,0,14.50063954,0,27.94922517,28.49193669,14.45090898,0,0,28.88428524,0,0,13.96723379,0,13.695257,0,29.28668963,13.667346,0,0,0,0,0,0,15.84344325,0,0,31.48989782,0,0,0,15.87831394,0,0,15.02502367,14.46319978,0,0,15.04448798,15.01886257,0,42.38410183,14.19077281,0,14.76732934,88.95989288,14.84791693,0,0,0,0,0,0,0,16.11094945,0,47.53191135,0,0,15.71999736,31.67529271,0,15.48331816
U3402139510,56.57592681,101.2516253,57.85279913,57.95843097,28.76823153,14.53827364,44.08051227,44.69986857,103.8933013,59.62221387,164.7657292,74.21644117,30.50927498,62.10695885,125.8430738,77.79860135,93.03302071,127.1155309,31.33241207,111.0519108,141.5781353,61.51718346,78.07926929,95.34301161,175.9050546,191.4463394,143.459777,33.05056745,48.92885524,246.58697,32.59578983,67.65509108,95.41397572,92.8309102,82.90841024,113.9847986,99.04023415,83.18119086,95.91093781,56.26006558,109.7736023,127.7969402,98.72340867,100.0690846,172.9699392,58.81212945,148.697105,182.6518765,107.9934225,89.45012211,103.2144494,150.1696786,89.66067225,75.49197742,133.0173516,43.42653452,71.29169911,101.8985906,120.4396244,152.3267643,41.12598969,95.55348184,39.83349136,55.085235,13.48655998,40.37048865,189.8064351,69.28941471,82.82668445,14.74400817,90.5559148,44.63701134,87.25628417,30.79240768,59.99785786,45.93019293,61.53507156,31.41924841,46.8337377,32.20228595,0,34.98093524,33.08731455,65.92039319,31.89917261,33.35502627,16.86297634,50.8609222,33.783383,32.59244301,32.96019659,43.5456818,14.64830026,0,15.30661909,30.15662803,30.91034796,15.78409468,15.75380492,31.27786901,15.96777223,16.01557349,0,32.44807142,32.79560561,32.98417097,16.60770841,33.19341908,0,16.676929,32.97503376,64.52457906,32.21317908,48.57610692,49.17647261,16.17278625,49.1544735,48.92382779,48.47554892,49.86312703,50.53702459,15.79456644,0,0,78.71173048,31.17343198,0,61.01854996,15.98278003,46.90139874,0,31.33344301,15.5434662,15.61431757,46.64714911,31.10927444,15.66311392,15.071155,29.86252313,0,15.00230008,30.03393572,14.61323389,14.67719861,44.13362788,29.31012619,14.88830868,30.73377441,15.27715212,89.93445823,44.35288456,73.77944093,14.4874034,14.91162193,44.69147738,14.89855753,14.85440195,60.36869631,30.21691258,29.77103198,14.79348164,73.78172746,14.72713495,45.04948278,29.66068648,15.14787007,61.16945015,62.59068652,46.29639593,31.32622784,15.85399394,15.65950799,81.4560167,46.19458638,31.25425843,78.46269198,0,125.103258,79.96758591,48.06126981,63.53868224,78.08183011,31.33756746,95.52472665,109.8477688,80.00520886,0,15.88997163,15.50096038,30.85326422,15.40915858,45.99082392,31.45765063,16.03931146,46.24393797,78.27951863,62.42860889,31.1979426,62.9922937,80.61748671,32.02576089,47.69856747,92.60779928,45.33112247,29.9291596,44.9502486,75.97864939,45.67611038,75.63347841,42.98224656,28.05875247,42.32006044,14.47199173,58.00255817,0,69.87306293,14.24596835,28.90181796,14.06127813,28.02077387,72.21071309,0,42.37907198,41.90170138,85.8327725,27.39051399,28.10844476,43.93003444,54.66938401,41.82685719,54.50978821,14.31406325,131.6686229,15.43213198,141.288724,63.373773,62.55573803,125.9929216,94.46969346,110.2948807,48.01603415,178.970545,63.51325574,71.95970862,101.9453417,210.3503313,101.2423985,101.7151184,58.75951007,90.26692787,30.03772514,59.62408039,56.51213578,70.95386404,87.52896841,280.5792575,133.4398393,59.39166771,74.88409034,58.73595263,116.5303475,105.1585739,187.7967461,240.8817875,89.63535392,112.7766461,143.2056877,79.21985226,78.97021262,401.1043906,424.4399287,158.3764635,91.51023415,30.96663632
U3402157600,0,0,0,14.48960774,0,14.53827364,44.08051227,14.89995619,0,0,14.97870266,0,0,62.10695885,0,0,15.50550345,0,0,15.86455869,0,0,0,31.78100387,0,0,0,0,0,0,0,13.53101822,0,13.2615586,13.81806837,14.24809983,14.14860488,27.72706362,13.70156254,14.06501639,27.44340058,28.39932005,28.20668819,14.29558351,14.4141616,14.70303236,29.739421,30.44197941,15.42763179,14.90835369,29.48984269,15.01696786,0,15.09839548,14.77970574,14.47551151,14.25833982,14.55694151,30.10990609,15.23267643,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.81880427,0,0,0,0,0,0,15.96777223,16.01557349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.25354784,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.71120929,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.14787007,0,0,0,0,0,0,0,0,0,0,0,31.2758145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.5989713,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.43213198,0,0,0,0,0,0,0,0,79.39156968,28.78388345,72.81810118,60.10009467,43.38959934,29.0614624,0,0,30.03772514,29.8120402,56.51213578,42.57231842,58.35264561,29.53465869,44.47994644,29.69583385,29.95363613,58.73595263,29.13258688,30.04530683,46.94918652,32.11757167,35.85414157,32.2218989,31.82348616,31.6879409,31.58808505,16.04417562,0,47.51293906,30.50341138,30.96663632
U3402160900,14.1439817,101.2516253,202.4847969,14.48960774,14.38411576,43.61482092,73.46752044,134.0996057,89.05140114,74.52776734,239.6592425,29.68657647,76.27318745,46.58021914,78.65192111,46.67916081,62.02201381,143.0049723,46.9986181,79.32279346,15.73090392,61.51718346,31.23170772,47.67150581,31.9827372,255.2617859,15.93997523,0,32.61923683,0,48.89368475,54.12407286,136.3056796,53.0462344,110.544547,85.48859896,99.04023415,69.31765905,137.0156254,0,54.88680115,56.7986401,70.51672048,85.77350107,129.7274544,58.81212945,208.175947,136.9889074,61.71052717,59.63341474,147.4492134,135.1527108,224.1516806,241.5743278,59.11882295,43.42653452,71.29169911,72.78470757,75.27476523,243.722823,54.83465292,13.65049741,13.27783045,13.77130875,13.48655998,0,27.11520501,124.7209465,13.80444741,44.23202452,45.2779574,44.63701134,14.54271403,46.18861152,29.99892893,15.31006431,15.38376789,62.83849682,46.8337377,32.20228595,17.52200633,34.98093524,0,32.96019659,31.89917261,16.67751313,16.86297634,33.90728147,33.783383,16.29622151,49.44029489,14.51522727,14.64830026,14.81880427,61.22647636,75.39157008,15.45517398,31.56818935,15.75380492,15.63893451,0,0,0,0,0,16.49208548,16.60770841,33.19341908,16.76500827,0,32.97503376,32.26228953,0,32.38407128,0,0,16.3848245,32.61588519,32.31703261,49.86312703,0,0,31.35201159,32.25354784,15.7423461,0,15.37234455,0,0,0,46.48925991,15.66672151,15.5434662,0,0,46.66391167,46.98934175,0,14.93126156,0,30.00460016,15.01696786,14.61323389,44.03159582,44.13362788,29.31012619,0,15.3668872,15.27715212,44.96722911,14.78429485,44.26766456,28.97480679,0,0,14.89855753,14.85440195,60.36869631,75.54228145,44.65654797,14.79348164,14.75634549,0,0,14.83034324,60.59148029,0,0,0,15.66311392,15.85399394,46.97852398,81.4560167,30.79639092,46.88138764,47.07761519,47.20674841,46.91372176,63.97406872,0,31.76934112,31.23273204,109.6814861,47.76236333,31.38507679,64.00416709,47.59050475,47.6699149,46.50288114,92.55979265,154.0915858,30.66054928,47.18647595,144.3538031,0,46.96771118,15.60715222,140.3907417,62.9922937,64.49398937,32.02576089,31.79904498,108.0424325,15.11037416,29.9291596,44.9502486,30.39145976,0,75.63347841,57.30966208,56.11750494,56.42674725,43.4159752,14.50063954,0,111.7969007,0,57.80363592,84.36766877,98.07270855,43.32642786,45.16200322,84.75814395,27.93446759,28.61092417,41.08577099,112.433779,58.57337926,41.002038,13.94228573,68.13723526,57.25625301,58.51938794,30.86426395,31.39749423,142.5909893,78.19467253,78.74557603,62.97979564,47.26923459,64.02137887,48.81014864,142.9048254,57.5677669,72.81810118,0,57.85279913,58.1229248,190.9684077,15.04448798,15.01886257,74.53010049,42.38410183,42.57231842,43.76448421,177.2079521,44.47994644,44.54375078,14.97681807,44.05196447,101.9640541,90.13592049,46.94918652,160.5878583,89.63535392,32.2218989,15.91174308,47.53191135,63.1761701,256.70681,251.5199577,63.35058542,45.75511708,30.96663632
