date_y-m-d,1/1/20,1/2/20,1/3/20,1/4/20,1/5/20,1/6/20,1/7/20,1/8/20,1/9/20,1/10/20,1/11/20,1/12/20,1/13/20,1/14/20,1/15/20,1/16/20,1/17/20,1/18/20,1/19/20,1/20/20,1/21/20,1/22/20,1/23/20,1/24/20,1/25/20,1/26/20,1/27/20,1/28/20,1/29/20,1/30/20,1/31/20,2/1/20,2/2/20,2/3/20,2/4/20,2/5/20,2/6/20,2/7/20,2/8/20,2/9/20,2/10/20,2/11/20,2/12/20,2/13/20,2/14/20,2/15/20,2/16/20,2/17/20,2/18/20,2/19/20,2/20/20,2/21/20,2/22/20,2/23/20,2/24/20,2/25/20,2/26/20,2/27/20,2/28/20,2/29/20,3/1/20,3/2/20,3/3/20,3/4/20,3/5/20,3/6/20,3/7/20,3/8/20,3/9/20,3/10/20,3/11/20,3/12/20,3/13/20,3/14/20,3/15/20,3/16/20,3/17/20,3/18/20,3/19/20,3/20/20,3/21/20,3/22/20,3/23/20,3/24/20,3/25/20,3/26/20,3/27/20,3/28/20,3/29/20,3/30/20,3/31/20,4/1/20,4/2/20,4/3/20,4/4/20,4/5/20,4/6/20,4/7/20,4/8/20,4/9/20,4/10/20,4/11/20,4/12/20,4/13/20,4/14/20,4/15/20,4/16/20,4/17/20,4/18/20,4/19/20,4/20/20,4/21/20,4/22/20,4/23/20,4/24/20,4/25/20,4/26/20,4/27/20,4/28/20,4/29/20,4/30/20,5/1/20,5/2/20,5/3/20,5/4/20,5/5/20,5/6/20,5/7/20,5/8/20,5/9/20,5/10/20,5/11/20,5/12/20,5/13/20,5/14/20,5/15/20,5/16/20,5/17/20,5/18/20,5/19/20,5/20/20,5/21/20,5/22/20,5/23/20,5/24/20,5/25/20,5/26/20,5/27/20,5/28/20,5/29/20,5/30/20,5/31/20,6/1/20,6/2/20,6/3/20,6/4/20,6/5/20,6/6/20,6/7/20,6/8/20,6/9/20,6/10/20,6/11/20,6/12/20,6/13/20,6/14/20,6/15/20,6/16/20,6/17/20,6/18/20,6/19/20,6/20/20,6/21/20,6/22/20,6/23/20,6/24/20,6/25/20,6/26/20,6/27/20,6/28/20,6/29/20,6/30/20,7/1/20,7/2/20,7/3/20,7/4/20,7/5/20,7/6/20,7/7/20,7/8/20,7/9/20,7/10/20,7/11/20,7/12/20,7/13/20,7/14/20,7/15/20,7/16/20,7/17/20,7/18/20,7/19/20,7/20/20,7/21/20,7/22/20,7/23/20,7/24/20,7/25/20,7/26/20,7/27/20,7/28/20,7/29/20,7/30/20,7/31/20,8/1/20,8/2/20,8/3/20,8/4/20,8/5/20,8/6/20,8/7/20,8/8/20,8/9/20,8/10/20,8/11/20,8/12/20,8/13/20,8/14/20,8/15/20,8/16/20,8/17/20,8/18/20,8/19/20,8/20/20,8/21/20,8/22/20,8/23/20,8/24/20,8/25/20,8/26/20,8/27/20,8/28/20,8/29/20,8/30/20,8/31/20,9/1/20,9/2/20,9/3/20,9/4/20,9/5/20,9/6/20,9/7/20,9/8/20,9/9/20,9/10/20,9/11/20,9/12/20,9/13/20,9/14/20,9/15/20,9/16/20,9/17/20,9/18/20,9/19/20,9/20/20,9/21/20,9/22/20,9/23/20,9/24/20,9/25/20,9/26/20,9/27/20,9/28/20,9/29/20,9/30/20
U3622315,28.2879634,0,0,0,0,0,0,0,0,0,0,0,0,15.52673971,0,15.55972027,0,47.6683241,0,0,0,0,0,15.89050194,0,0,47.81992568,0,0,0,16.29789492,13.53101822,27.26113592,0,0,0,0,0,13.70156254,0,0,0,14.1033441,28.59116702,14.4141616,0,0,0,0,0,0,0,74.71722688,15.09839548,0,0,0,14.55694151,15.05495305,15.23267643,13.70866323,0,0,0,0,0,0,27.71576588,13.80444741,0,0,0,14.54271403,0,0,15.31006431,15.38376789,0,0,0,0,0,0,16.4800983,15.94958631,16.67751313,33.72595268,16.95364073,16.8916915,0,0,14.51522727,0,0,0,0,0,0,0,0,31.93554445,0,0,0,0,0,0,0,0,0,0,0,0,0,16.39215754,0,0,0,0,0,16.84567486,0,0,16.12677392,0,0,0,0,15.98278003,0,0,0,0,0,0,0,0,0,0,0,0,0,29.22646779,14.67719861,44.13362788,0,0,0,0,0,14.78429485,0,0,0,0,0,14.85440195,0,0,0,0,0,0,0,29.66068648,0,0,0,0,0,15.85399394,15.65950799,48.87361002,46.19458638,0,0,0,0,47.98055154,0,0,0,0,31.84157555,31.38507679,0,15.86350158,0,15.50096038,0,0,0,15.72882532,0,0,0,0,0,0,16.12349734,48.03864133,0,0,0,0,0,15.19572988,0,15.12669568,14.32741552,0,0,14.47199173,14.50063954,0,41.92383776,0,0,14.06127813,0,14.44214262,0,14.12635733,0,0,13.695257,42.16266714,0,27.334692,0,0,0,0,0,0,15.84344325,0,0,15.74494891,0,32.01068943,0,15.87831394,0,0,0,14.46319978,14.5307312,14.68987752,30.08897596,15.01886257,14.9060201,0,0,14.5881614,14.76732934,0,0,0,0,0,30.04530683,0,0,0,0,15.91174308,15.84397045,31.58808505,0,0,0,0,0
U3622447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102.2926373,58.70879443,102.9784651,73.27531548,0,0,0,0,29.5685897,0,0,0,0,0,14.85440195,30.18434816,15.10845629,0,0,0,0,15.01649426,29.66068648,15.14787007,0,15.64767163,15.43213198,0,15.85399394,46.97852398,32.58240668,0,15.62712921,0,0,15.63790725,0,48.06126981,31.76934112,0,0,15.92078778,15.6925384,32.00208354,47.59050475,31.77994327,15.50096038,15.42663211,0,0,47.18647595,0,0,0,15.60715222,0,15.74807342,80.61748671,64.05152178,15.89952249,0,0,0,14.9834162,15.19572988,15.22537013,15.12669568,14.32741552,28.05875247,0,28.94398347,43.50191863,68.16649964,27.94922517,14.24596835,28.90181796,28.12255626,14.01038694,57.76857048,75.27000537,28.25271465,13.96723379,0,0,0,58.57337926,13.667346,0,0,28.6281265,29.25969397,61.72852791,62.79498846,63.373773,15.63893451,15.74911521,31.48989782,31.51282306,32.01068943,32.54009909,31.75662787,0,0,0,0,29.0614624,29.37975504,105.3114158,30.03772514,0,0,0,0,14.76732934,59.30659525,0,0,0,0,0,15.64972884,16.05878583,0,0,0,0,0,16.04417562,0,31.67529271,0,0
U3622480,0,14.46451789,28.92639956,43.46882323,0,29.07654728,14.69350409,29.79991238,0,0,14.97870266,44.5298647,30.50927498,31.05347942,0,15.55972027,15.50550345,63.55776547,62.66482414,95.18735215,125.8472314,0,31.23170772,15.89050194,31.9827372,31.90772324,31.87995045,33.05056745,16.30961841,16.43913134,32.59578983,13.53101822,13.63056796,39.7846758,27.63613675,14.24809983,28.29720976,27.72706362,27.40312509,14.06501639,54.88680115,14.19966003,28.20668819,42.88675053,14.4141616,58.81212945,0,30.44197941,15.42763179,29.81670737,14.74492134,60.06787145,44.83033613,45.29518645,14.77970574,14.47551151,14.25833982,14.55694151,15.05495305,45.6980293,27.41732646,13.65049741,39.83349136,13.77130875,13.48655998,13.45682955,135.5760251,0,41.41334222,29.48801635,15.09265247,29.75800756,14.54271403,15.39620384,0,45.93019293,46.15130367,15.7096242,31.2224918,32.20228595,17.52200633,17.49046762,16.54365727,32.96019659,15.94958631,16.67751313,67.45190537,0,0,16.29622151,16.4800983,14.51522727,14.64830026,14.81880427,0,0,15.45517398,15.78409468,15.75380492,15.63893451,0,0,0,0,32.79560561,16.49208548,16.60770841,16.59670954,0,0,16.48751688,32.26228953,16.10658954,32.38407128,32.78431508,32.3455725,32.769649,32.61588519,32.31703261,0,16.84567486,31.58913289,62.70402318,0,15.7423461,31.17343198,61.48937819,15.25463749,15.98278003,62.53519832,0,47.00016452,46.63039859,15.61431757,31.09809941,15.55463722,46.98934175,45.21346501,14.93126156,45.0594303,15.00230008,30.03393572,58.45293558,29.35439721,29.42241859,29.31012619,14.88830868,30.73377441,30.55430423,44.96722911,29.5685897,44.26766456,28.97480679,44.7348658,14.89715913,14.89855753,14.85440195,15.09217408,60.43382516,29.77103198,59.17392655,44.26903648,73.63567474,15.01649426,44.49102971,60.59148029,30.58472508,15.64767163,0,31.32622784,31.70798788,15.65950799,48.87361002,30.79639092,46.88138764,31.38507679,31.4711656,31.2758145,63.97406872,32.04084654,79.42335279,15.61636602,15.66878373,47.76236333,31.38507679,240.0156266,15.86350158,63.55988653,62.00384152,46.27989632,15.40915858,0,31.45765063,80.1965573,0,62.6236149,0,15.5989713,31.49614685,80.61748671,16.01288044,0,15.43463321,0,44.89373939,14.9834162,45.58718963,15.22537013,30.25339137,57.30966208,0,0,14.47199173,14.50063954,13.63329993,41.92383776,28.49193669,14.45090898,70.30639064,28.02077387,28.88428524,30.10800215,42.37907198,69.83616896,14.30546208,13.695257,56.21688952,58.57337926,82.00407601,27.88457146,13.62744705,14.31406325,58.51938794,0,31.39749423,63.373773,31.27786901,47.24734562,15.74494891,63.02564612,48.01603415,48.81014864,63.51325574,57.5677669,58.25448094,60.10009467,14.46319978,0,102.8291426,60.17795191,30.03772514,0,28.25606789,0,0,14.76732934,207.5730834,0,29.95363613,0,14.56629344,15.02265342,0,0,0,16.11094945,31.82348616,15.84397045,15.79404252,32.08835125,141.4799762,0,30.50341138,15.48331816
U3622502,84.86389021,86.78710736,173.5583974,173.8752929,71.92057882,29.07654728,44.08051227,74.49978095,44.52570057,149.0555347,254.6379451,133.5895941,15.25463749,0,47.19115266,108.9180419,46.51651036,174.783855,15.66620603,63.45823476,15.73090392,0,46.84756158,47.67150581,191.8964232,239.3079243,95.63985136,16.52528373,0,16.43913134,81.48947458,974.2333115,667.8978301,39.7846758,41.45420512,56.99239931,28.29720976,221.816509,534.3609393,450.0805246,27.44340058,184.5955803,28.20668819,28.59116702,144.141616,264.6545825,475.8307361,45.66296912,61.71052717,104.3584758,58.97968537,120.1357429,134.4910084,105.6887684,133.0173516,101.3285805,42.77501946,0,45.16485914,121.8614115,150.7952955,81.90298443,66.38915226,41.31392625,94.40591984,121.111466,189.8064351,152.4367124,13.80444741,29.48801635,30.18530493,59.51601512,43.62814208,123.1696307,74.99732233,15.31006431,46.15130367,31.41924841,46.8337377,32.20228595,35.04401266,69.96187048,66.1746291,16.4800983,63.79834522,16.67751313,67.45190537,0,0,0,16.4800983,0,29.29660052,14.81880427,30.61323818,15.07831402,0,15.78409468,0,31.27786901,31.93554445,0,0,97.34421426,16.3978028,0,0,49.79012862,100.5900496,33.35385801,32.97503376,32.26228953,32.21317908,16.19203564,16.39215754,97.0367175,32.769649,16.3079426,0,0,0,15.79456644,47.02801738,16.12677392,31.48469219,62.34686395,76.86172274,61.01854996,95.89668021,109.4365971,46.48925991,78.33360753,62.17386479,62.45727028,62.19619881,31.10927444,125.3049113,45.21346501,59.72504625,30.0396202,0,0,102.2926373,58.70879443,44.13362788,58.62025239,59.55323473,76.83443602,30.55430423,0,88.70576911,103.2912173,43.46221019,14.91162193,14.89715913,29.79711505,44.56320584,60.36869631,60.43382516,29.77103198,44.38044491,44.26903648,14.72713495,60.06597704,88.98205943,75.73935036,76.46181269,31.29534326,61.72852791,62.65245567,63.41597576,78.29753996,32.58240668,46.19458638,31.25425843,15.6925384,15.7355828,31.2758145,79.96758591,96.12253962,111.1926939,93.69819613,62.67513492,159.2078778,141.2328456,176.0114595,47.59050475,0,0,30.85326422,61.6366343,76.65137319,110.1017772,144.3538031,123.3171679,46.96771118,62.42860889,15.5989713,110.236514,161.2349734,160.1288044,0,77.17316607,15.11037416,14.9645798,14.9834162,60.78291951,60.90148051,60.50678273,28.65483104,0,42.32006044,159.1919091,72.50319771,54.53319971,41.92383776,28.49193669,28.90181796,14.06127813,28.02077387,129.9792836,30.10800215,28.25271465,111.7378703,143.0546208,82.17154198,70.2711119,146.4334481,95.67142201,55.76914292,95.39212936,71.57031626,58.51938794,92.59279186,78.49373558,95.0606595,15.63893451,15.74911521,78.72474455,15.75641153,16.00534472,65.08019819,31.75662787,43.17582517,43.69086071,75.12511833,57.85279913,58.1229248,161.5886527,75.22243989,45.0565877,29.8120402,127.1523055,70.95386404,102.1171298,132.9059641,103.7865417,103.9354185,29.95363613,73.41994079,29.13258688,120.1812273,46.94918652,112.4115008,35.85414157,32.2218989,63.64697233,63.3758818,63.1761701,112.3092294,78.59998679,79.18823177,45.75511708,123.8665453
U3622546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47.59367607,0,30.75859173,0,0,0,0,0,16.52528373,0,0,0,0,13.63056796,13.2615586,0,0,0,0,0,0,0,0,0,0,0,14.70303236,0,0,15.42763179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.80444741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.01557349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.75588819,0,0,14.89715913,0,0,0,15.10845629,0,0,0,0,15.01649426,0,0,0,0,0,0,0,0,0,0,0,0,15.7355828,15.63790725,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.31180745,0,0,0,0,0,0,15.43463321,0,0,14.9834162,60.78291951,15.22537013,30.25339137,0,42.0881287,0,0,14.50063954,0,13.97461259,0,0,0,0,0,15.05400107,0,0,0,0,0,29.28668963,0,0,0,42.94218975,0,15.43213198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.01886257,0,0,0,0,14.76732934,0,29.69583385,0,0,0,0,0,0,0,0,0,0,0,0,15.71999736,0,0,0
U3622612,0,14.46451789,14.46319978,14.48960774,28.76823153,14.53827364,14.69350409,0,0,0,29.95740531,0,0,0,0,0,0,0,0,0,0,15.37929587,0,0,0,0,0,16.52528373,0,0,0,0,13.63056796,0,0,0,14.14860488,0,13.70156254,0,13.72170029,0,14.1033441,14.29558351,0,0,14.8697105,0,30.85526358,0,14.74492134,15.01696786,14.94344538,15.09839548,0,14.47551151,14.25833982,14.55694151,30.10990609,30.46535287,0,27.30099481,0,0,0,0,54.23041002,0,0,0,0,0,0,15.39620384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.4800983,0,0,0,0,0,0,15.78409468,0,0,0,0,0,16.22403571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48.47554892,0,0,15.79456644,0,0,0,0,0,0,0,0,15.49641997,15.66672151,15.5434662,31.22863514,15.5490497,31.10927444,15.66311392,0,0,15.0198101,0,0,0,0,0,0,0,15.3668872,0,0,0,0,28.97480679,0,29.79431825,0,0,0,15.10845629,0,0,0,0,15.01649426,0,0,0,0,15.43213198,0,15.85399394,0,16.29120334,0,0,0,0,15.63790725,15.99351718,0,0,15.61636602,15.66878373,15.92078778,0,32.00208354,15.86350158,15.88997163,15.50096038,15.42663211,15.40915858,15.33027464,78.64412659,0,30.82929198,0,0,0,0,0,0,0,0,15.11037416,0,14.9834162,0,0,0,0,14.02937623,0,0,0,0,0,0,0,0,0,43.32642786,15.05400107,14.12635733,0,14.30546208,13.695257,14.05422238,0,0,0,0,14.31406325,0,15.43213198,0,15.84344325,0,15.74911521,15.74494891,15.75641153,16.00534472,16.27004955,31.75662787,14.39194172,14.56362024,30.05004733,0,0,14.68987752,0,0,0,0,14.19077281,0,14.76732934,14.82664881,0,0,0,0,15.02265342,0,0,0,0,0,0,31.58808505,32.08835125,0,0,0,0
U3622623,0,0,14.46319978,28.97921548,14.38411576,0,0,0,0,0,0,0,0,0,0,0,0,15.88944137,15.66620603,0,15.73090392,15.37929587,15.61585386,15.89050194,15.9913686,15.95386162,15.93997523,16.52528373,0,0,0,0,13.63056796,0,0,0,0,13.86353181,13.70156254,0,0,0,14.1033441,0,0,0,14.8697105,0,0,0,0,0,0,0,0,0,0,0,15.05495305,30.46535287,13.70866323,0,0,0,0,0,0,0,0,0,0,0,0,46.18861152,44.9983934,15.31006431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.59670954,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.49641997,0,0,0,0,0,15.66311392,15.071155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.10845629,0,0,0,0,0,0,15.14787007,0,0,0,0,15.85399394,0,16.29120334,0,0,0,0,0,0,16.02042327,0,15.61636602,0,0,0,0,0,0,0,0,0,0,0,16.03931146,0,0,15.60715222,15.5989713,0,0,0,0,0,0,0,0,15.19572988,0,0,14.32741552,0,0,0,0,0,13.97461259,0,0,0,0,0,15.05400107,0,0,0,0,0,0,0,0,0,0,0,0,0,15.84344325,31.27786901,0,15.74494891,0,0,0,15.87831394,0,0,0,0,0,0,0,15.01886257,0,0,0,0,0,0,14.84791693,14.97681807,14.68398816,0,0,0,0,0,0,0,0,15.79404252,0,0,0,30.50341138,15.48331816
U3622733,0,14.46451789,43.38959934,28.97921548,86.30469458,58.15309456,0,0,0,14.90555347,14.97870266,0,0,15.52673971,15.73038422,0,0,47.6683241,0,0,0,0,0,0,0,0,0,33.05056745,0,16.43913134,16.29789492,67.65509108,13.63056796,13.2615586,0,14.24809983,14.14860488,0,41.10468763,0,0,0,14.1033441,0,0,44.10909708,14.8697105,0,0,14.90835369,14.74492134,0,0,0,0,28.95102301,42.77501946,14.55694151,45.16485914,60.93070574,27.41732646,27.30099481,0,0,0,13.45682955,13.55760251,27.71576588,0,0,15.09265247,0,43.62814208,0,14.99946447,0,15.38376789,15.7096242,15.6112459,0,17.52200633,0,16.54365727,0,15.94958631,16.67751313,16.86297634,16.95364073,0,0,16.4800983,0,0,0,0,0,0,0,0,0,15.96777223,0,0,0,0,0,0,0,0,16.676929,0,0,0,0,16.39215754,0,0,0,0,16.62104234,0,0,0,16.12677392,15.7423461,15.58671599,15.37234455,45.76391247,31.96556007,0,0,15.66672151,15.5434662,15.61431757,0,0,0,0,0,0,0,0,43.83970168,0,0,0,0,0,0,0,0,14.75588819,0,0,0,0,29.70880389,15.09217408,0,0,0,0,14.72713495,0,14.83034324,0,0,15.64767163,0,0,47.56198182,15.65950799,32.58240668,0,0,0,0,0,15.99351718,32.04084654,0,0,0,15.92078778,15.6925384,16.00104177,0,0,0,0,0,0,0,32.07862292,0,31.31180745,0,0,0,16.12349734,32.02576089,15.89952249,0,0,29.9291596,14.9834162,45.58718963,0,15.12669568,0,0,0,14.47199173,0,0,13.97461259,14.24596835,0,0,28.02077387,14.44214262,0,14.12635733,0,14.30546208,0,42.16266714,29.28668963,82.00407601,0,0,28.6281265,0,15.43213198,31.39749423,15.84344325,0,0,0,0,32.01068943,16.27004955,31.75662787,14.39194172,0,15.02502367,28.92639956,0,14.68987752,0,0,0,0,0,14.5881614,14.76732934,0,14.84791693,0,0,0,0,0,0,0,0,0,0,15.79404252,32.08835125,0,0,0,15.48331816
U3622810,0,0,0,0,0,0,0,0,14.84190019,0,29.95740531,14.84328823,0,0,0,0,15.50550345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.53101822,27.26113592,0,0,0,0,13.86353181,0,0,0,0,14.1033441,0,0,0,0,0,0,0,0,0,0,0,0,0,14.25833982,0,0,0,0,0,13.27783045,0,0,13.45682955,27.11520501,13.85788294,0,0,0,0,0,0,0,15.31006431,0,0,15.6112459,16.10114297,0,0,0,0,15.94958631,16.67751313,0,0,0,0,0,0,0,0,0,0,0,15.78409468,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.98278003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.3668872,0,0,14.78429485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.62712921,15.6925384,31.4711656,31.2758145,0,0,15.88467056,0,0,0,62.77015358,64.00416709,63.45400633,0,0,0,0,0,0,16.03931146,15.41464599,0,0,0,15.74807342,0,0,15.89952249,0,15.11037416,0,14.9834162,30.39145976,15.22537013,0,14.32741552,14.02937623,14.10668681,0,14.50063954,27.26659986,13.97461259,0,0,0,0,0,15.05400107,0,0,0,0,0,14.64334481,13.667346,0,0,0,14.62984699,15.43213198,0,0,15.63893451,15.74911521,0,0,32.01068943,0,0,0,0,0,0,0,14.68987752,30.08897596,0,0,0,14.19077281,0,29.53465869,29.65329763,14.84791693,0,0,0,60.09061366,46.94918652,64.23514334,0,0,0,15.84397045,15.79404252,0,15.71999736,0,15.25170569,15.48331816
U3622832,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.37929587,15.61585386,15.89050194,0,15.95386162,15.93997523,0,0,0,0,0,0,13.2615586,13.81806837,14.24809983,14.14860488,0,0,0,0,0,0,0,0,0,0,0,30.85526358,29.81670737,0,0,0,15.09839548,0,14.47551151,0,14.55694151,60.21981219,45.6980293,0,0,0,0,0,13.45682955,13.55760251,27.71576588,13.80444741,14.74400817,30.18530493,14.87900378,14.54271403,15.39620384,29.99892893,30.62012862,15.38376789,15.7096242,15.6112459,16.10114297,17.52200633,52.47140286,16.54365727,16.4800983,15.94958631,16.67751313,16.86297634,16.95364073,16.8916915,16.29622151,16.4800983,0,0,0,15.30661909,0,0,0,0,0,0,0,16.26504748,0,0,0,0,0,16.76500827,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.66311392,0,0,0,0,0,14.61323389,29.35439721,29.42241859,131.8955679,0,0,0,14.98907637,14.78429485,0,0,0,0,0,74.27200973,60.36869631,90.65073774,29.77103198,0,0,29.4542699,60.06597704,88.98205943,60.59148029,45.87708762,0,0,0,0,62.63803197,65.16481336,15.39819546,15.62712921,15.6925384,31.4711656,78.18953626,95.96110309,128.1633862,79.42335279,15.61636602,78.34391865,159.2078778,172.6179224,96.00625063,158.6350158,95.3398298,62.00384152,61.70652843,138.6824272,183.9632957,173.0170785,80.1965573,46.24393797,31.31180745,15.60715222,62.39588521,94.48844055,112.8644814,192.1545653,63.59808996,30.86926643,30.22074831,59.85831919,164.8175782,182.3487585,60.90148051,15.12669568,0,84.1762574,70.53343407,130.2479256,130.5057559,68.16649964,97.8222881,28.49193669,0,0,0,14.44214262,15.05400107,14.12635733,13.96723379,0,13.695257,112.433779,161.076793,123.006114,27.88457146,27.2548941,57.25625301,29.25969397,30.86426395,125.5899769,63.373773,46.91680352,31.49823041,0,0,80.02672359,130.1603964,127.0265115,28.78388345,58.25448094,60.10009467,57.85279913,101.7151184,279.1076728,120.3559038,90.11317541,14.9060201,0,14.19077281,14.5881614,118.1386347,74.13324407,14.84791693,0,0,14.56629344,0,0,0,0,16.11094945,15.91174308,15.84397045,0,48.13252687,15.71999736,15.83764635,15.25170569,0
U3622876,56.57592681,28.92903579,43.38959934,57.95843097,28.76823153,0,0,29.79991238,0,44.71666041,14.97870266,29.68657647,45.76391247,46.58021914,31.46076844,0,31.0110069,47.6683241,31.33241207,31.72911738,15.73090392,15.37929587,15.61585386,31.78100387,31.9827372,15.95386162,15.93997523,33.05056745,65.23847366,32.87826267,16.29789492,40.59305465,40.89170388,13.2615586,41.45420512,0,0,0,13.70156254,14.06501639,0,28.39932005,28.20668819,0,14.4141616,0,14.8697105,0,0,14.90835369,0,30.03393572,0,15.09839548,29.55941147,14.47551151,0,14.55694151,0,0,0,13.65049741,0,13.77130875,0,13.45682955,13.55760251,0,13.80444741,0,15.09265247,0,29.08542806,0,0,15.31006431,0,15.7096242,31.2224918,0,17.52200633,0,0,0,0,0,16.86297634,0,0,0,0,14.51522727,14.64830026,0,15.30661909,0,0,15.78409468,0,15.63893451,0,16.01557349,0,0,0,0,0,33.19341908,0,16.676929,0,0,0,0,0,0,32.769649,0,0,0,0,0,0,16.12677392,0,0,0,0,0,0,0,0,0,0,15.5490497,15.55463722,0,0,0,0,0,30.03393572,0,0,0,14.6550631,14.88830868,0,15.27715212,0,0,0,0,14.91162193,0,14.89855753,14.85440195,15.09217408,0,14.88551599,14.79348164,14.75634549,29.4542699,0,0,45.44361022,15.29236254,15.64767163,0,0,63.41597576,46.97852398,16.29120334,15.39819546,15.62712921,15.6925384,31.4711656,0,0,16.02042327,15.88467056,62.46546409,31.33756746,15.92078778,31.38507679,16.00104177,47.59050475,31.77994327,31.00192076,30.85326422,46.22747573,0,47.18647595,32.07862292,30.82929198,46.96771118,31.21430444,31.1979426,47.24422027,32.24699468,32.02576089,15.89952249,46.30389964,45.33112247,44.89373939,29.9668324,60.78291951,0,30.25339137,42.98224656,0,14.10668681,28.94398347,29.00127908,13.63329993,41.92383776,0,14.45090898,14.06127813,28.02077387,28.88428524,15.05400107,28.25271465,27.93446759,14.30546208,13.695257,42.16266714,29.28668963,13.667346,27.88457146,68.13723526,14.31406325,29.25969397,46.29639593,31.39749423,31.6868865,15.63893451,31.49823041,0,15.75641153,32.01068943,32.54009909,47.63494181,14.39194172,0,0,0,0,14.68987752,0,15.01886257,14.9060201,0,14.19077281,14.5881614,44.30198803,0,0,0,0,0,30.04530683,15.64972884,48.1763575,0,0,15.91174308,15.84397045,15.79404252,16.04417562,0,15.83764635,45.75511708,30.96663632
U3622980,0,14.46451789,14.46319978,14.48960774,14.38411576,0,0,0,0,0,14.97870266,14.84328823,0,0,0,0,0,15.88944137,15.66620603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.82832319,0,0,0,0,0,0,0,14.94344538,0,0,0,0,0,0,15.23267643,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.31006431,15.38376789,15.7096242,15.6112459,16.10114297,17.52200633,0,16.54365727,16.4800983,15.94958631,16.67751313,16.86297634,33.90728147,16.8916915,16.29622151,16.4800983,14.51522727,14.64830026,14.81880427,15.30661909,15.07831402,15.45517398,15.78409468,15.75380492,15.63893451,15.96777223,16.01557349,16.26504748,16.22403571,16.3978028,16.49208548,16.60770841,16.59670954,16.76500827,16.676929,16.48751688,16.13114476,16.10658954,16.19203564,16.39215754,32.3455725,16.3848245,16.3079426,16.15851631,33.24208469,16.84567486,0,15.67600579,16.12677392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.75588819,0,0,0,0,0,15.09217408,15.10845629,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.04084654,15.88467056,15.61636602,15.66878373,0,15.6925384,32.00208354,15.86350158,0,15.50096038,15.42663211,0,0,0,0,0,0,15.60715222,0,0,0,0,15.89952249,15.43463321,0,0,0,0,0,0,0,0,0,14.47199173,14.50063954,0,0,0,0,0,0,28.88428524,0,0,0,0,0,0,0,0,0,0,0,0,15.43213198,0,15.84344325,0,0,0,0,0,0,0,0,0,0,0,0,0,15.04448798,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.43999472,0,0,0
