YYYYMM,MM,OldZip,OldNeighborhood,OldCounty,NewZip,NewNeighborhood,NewCounty,Count
202009,09,11201,Northwest Brooklyn,36047,07302,NonNYC,34017,19
202009,09,11201,Northwest Brooklyn,36047,11963,NonNYC,36103,11
202009,09,11211,Greenpoint,36047,11937,NonNYC,36103,13
202009,09,11222,Greenpoint,36047,03049,NonNYC,33011,11
202010,10,10001,Chelsea and Clinton,36061,07302,NonNYC,34017,12
202010,10,10001,Chelsea and Clinton,36061,11788,NonNYC,36103,48
202010,10,10011,Chelsea and Clinton,36061,11937,NonNYC,36103,13
202010,10,10016,Gramercy Park and Murray Hill,36061,07030,NonNYC,34017,26
202010,10,10018,Chelsea and Clinton,36061,11701,NonNYC,36059,16
202010,10,10019,Chelsea and Clinton,36061,06903,NonNYC,09001,29
202010,10,10019,Chelsea and Clinton,36061,07030,NonNYC,34017,12
202010,10,10019,Chelsea and Clinton,36061,07302,NonNYC,34017,12
202010,10,10022,Gramercy Park and Murray Hill,36061,11050,NonNYC,36059,14
202010,10,11101,Northwest Queens,36081,07302,NonNYC,34017,13
202010,10,11106,Northwest Queens,36081,04096,NonNYC,23005,11
202010,10,11201,Northwest Brooklyn,36047,06824,NonNYC,09001,11
202010,10,11211,Greenpoint,36047,11530,NonNYC,36059,22
202010,10,11223,Southern Brooklyn,36047,33154,NonNYC,12086,12
