NTA,2020-01-01,2020-01-02,2020-01-03,2020-01-04,2020-01-05,2020-01-06,2020-01-07,2020-01-08,2020-01-09,2020-01-10,2020-01-11,2020-01-12,2020-01-13,2020-01-14,2020-01-15,2020-01-16,2020-01-17,2020-01-18,2020-01-19,2020-01-20,2020-01-21,2020-01-22,2020-01-23,2020-01-24,2020-01-25,2020-01-26,2020-01-27,2020-01-28,2020-01-29,2020-01-30,2020-01-31,2020-02-01,2020-02-02,2020-02-03,2020-02-04,2020-02-05,2020-02-06,2020-02-07,2020-02-08,2020-02-09,2020-02-10,2020-02-11,2020-02-12,2020-02-13,2020-02-14,2020-02-15,2020-02-16,2020-02-17,2020-02-18,2020-02-19,2020-02-20,2020-02-21,2020-02-22,2020-02-23,2020-02-24,2020-02-25,2020-02-26,2020-02-27,2020-02-28,2020-02-29,2020-03-01,2020-03-02,2020-03-03,2020-03-04,2020-03-05,2020-03-06,2020-03-07,2020-03-08,2020-03-09,2020-03-10,2020-03-11,2020-03-12,2020-03-13,2020-03-14,2020-03-15,2020-03-16,2020-03-17,2020-03-18,2020-03-19,2020-03-20,2020-03-21,2020-03-22,2020-03-23,2020-03-24,2020-03-25,2020-03-26,2020-03-27,2020-03-28,2020-03-29,2020-03-30,2020-03-31,2020-04-01,2020-04-02,2020-04-03,2020-04-04,2020-04-05,2020-04-06,2020-04-07,2020-04-08,2020-04-09,2020-04-10,2020-04-11,2020-04-12,2020-04-13,2020-04-14,2020-04-15,2020-04-16,2020-04-17,2020-04-18,2020-04-19,2020-04-20,2020-04-21,2020-04-22,2020-04-23,2020-04-24,2020-04-25,2020-04-26,2020-04-27,2020-04-28,2020-04-29,2020-04-30,2020-05-01,2020-05-02,2020-05-03,2020-05-04,2020-05-05,2020-05-06,2020-05-07,2020-05-08,2020-05-09,2020-05-10,2020-05-11,2020-05-12,2020-05-13,2020-05-14,2020-05-15,2020-05-16,2020-05-17,2020-05-18,2020-05-19,2020-05-20,2020-05-21,2020-05-22,2020-05-23,2020-05-24,2020-05-25,2020-05-26,2020-05-27,2020-05-28,2020-05-29,2020-05-30,2020-05-31,2020-06-01,2020-06-02,2020-06-03,2020-06-04,2020-06-05,2020-06-06,2020-06-07,2020-06-08,2020-06-09,2020-06-10,2020-06-11,2020-06-12,2020-06-13,2020-06-14,2020-06-15,2020-06-16,2020-06-17,2020-06-18,2020-06-19,2020-06-20,2020-06-21,2020-06-22,2020-06-23,2020-06-24,2020-06-25,2020-06-26,2020-06-27,2020-06-28,2020-06-29,2020-06-30,2020-07-01,2020-07-02,2020-07-03,2020-07-04,2020-07-05,2020-07-06,2020-07-07,2020-07-08,2020-07-09,2020-07-10,2020-07-11,2020-07-12,2020-07-13,2020-07-14,2020-07-15,2020-07-16,2020-07-17,2020-07-18,2020-07-19,2020-07-20,2020-07-21,2020-07-22,2020-07-23,2020-07-24,2020-07-25,2020-07-26,2020-07-27,2020-07-28,2020-07-29,2020-07-30,2020-07-31,2020-08-01,2020-08-02,2020-08-03,2020-08-04,2020-08-05,2020-08-06,2020-08-07,2020-08-08,2020-08-09,2020-08-10,2020-08-11,2020-08-12,2020-08-13,2020-08-14,2020-08-15,2020-08-16,2020-08-17,2020-08-18,2020-08-19,2020-08-20,2020-08-21,2020-08-22,2020-08-23,2020-08-24,2020-08-25,2020-08-26,2020-08-27,2020-08-28,2020-08-29,2020-08-30,2020-08-31
BK09,0.046616541,0.054817276,0.026033691,0.021001616,0.029457364,0.021341463,0.020344288,0.029508197,0.025848142,0.020866774,0.032626427,0.020344288,0.03024911,0.016483516,0.021526419,0.023483366,0.025500911,0.040145985,0.029143898,0.036297641,0.022514071,0.022569444,0.019784173,0.017374517,0.027972028,0.007092199,0.012612613,0.01171875,0.007968127,0.011741683,0.016161616,0.014134276,0.015789474,0.016,0.025889968,0.023411371,0.018998273,0.010135135,0.026666667,0.019834711,0.00952381,0.025641026,0.014634146,0.011945392,0.023850085,0.035842294,0.061111111,0.038391225,0.030651341,0.022429907,0.029824561,0.033989267,0.030195382,0.014134276,0.00862069,0.00805153,0.010416667,0.008695652,0.018691589,0.037523452,0.007788162,0.011220196,0.007194245,0.008557457,0.007978723,0.007204611,0.024502297,0.004484305,0.007002801,0.010169492,0.012048193,0.042589438,0.031096563,0.075837743,0.076788831,0.089316988,0.126838235,0.10619469,0.101045296,0.068441065,0.050739958,0.112474438,0.18452381,0.172147002,0.179816514,0.19544592,0.19047619,0.251546392,0.205323194,0.194495413,0.208015267,0.160714286,0.137931034,0.150826446,0.144444444,0.157894737,0.18,0.177730193,0.207264957,0.157549234,0.176328502,0.174208145,0.181395349,0.176886792,0.169197397,0.136038186,0.152505447,0.165865385,0.172566372,0.116438356,0.169856459,0.191964286,0.159737418,0.158256881,0.178403756,0.12962963,0.167431193,0.151315789,0.131799163,0.133802817,0.157276995,0.018691589,0.023952096,0.007220217,0.021472393,0.036809816,0.03125,0.030487805,0.053156146,0.045454545,0.016286645,0.032894737,0.031545741,0.023569024,0.011730205,0.022857143,0.026058632,0.027108434,0.030120482,0.049180328,0.06006006,0.047021944,0.040462428,0.056962025,0.055865922,0.048571429,0.048929664,0.055900621,0.050793651,0.026785714,0.034375,0.018018018,0.040229885,0.04587156,0.054313099,0.033639144,0.022082019,0.041139241,0.026666667,0.027950311,0.026946108,0.042168675,0.041139241,0.044444444,0.055214724,0.021052632,0.047021944,0.056426332,0.038461538,0.06122449,0.037542662,0.036789298,0.049122807,0.079881657,0.023333333,0.032894737,0.047619048,0.010909091,0.055350554,0.044280443,0.046052632,0.051660517,0.037931034,0.058394161,0.05704698,0.073426573,0.031034483,0.047138047,0.045731707,0.048076923,0.047945205,0.059561129,0.039007092,0.038314176,0.038062284,0.05704698,0.044871795,0.036789298,0.05483871,0.02734375,0.030075188,0.083333333,0.08,0.036912752,0.054744526,0.054347826,0.035714286,0.026578073,0.046153846,0.040145985,0.035335689,0.042704626,0.05904059,0.032490975,0.035947712,0.032142857,0.030508475,0.031690141,0.034013605,0.021582734,0.029411765,0.023622047,0.035294118,0.034351145,0.032490975,0.043650794,0.046025105,0.029288703,0.033613445,0.040441176,0.031914894,0.032608696,0.017006803,0.038167939,0.024590164,0.021834061,0.023076923,0.012396694,0.024896266,0.049792531,0.021008403,0.029787234,0.043824701,0.039840637
BK17,0.01693685,0.016754189,0.011976048,0.02065049,0.021532298,0.016587082,0.014205987,0.010217114,0.014550928,0.012430574,0.018357981,0.017272035,0.011032309,0.011257551,0.013450453,0.010924594,0.014420556,0.026024363,0.024064171,0.018186905,0.014886917,0.013679891,0.018826135,0.015258548,0.029419631,0.021017699,0.012588944,0.013967311,0.012436405,0.016497829,0.013002023,0.017475728,0.015808383,0.009296782,0.01107633,0.010005131,0.009960159,0.010887975,0.022699536,0.015897436,0.011197663,0.012727726,0.012391574,0.012380707,0.013637556,0.028863815,0.033342673,0.028895184,0.022727273,0.026493647,0.028571429,0.022670025,0.026251025,0.01462069,0.011451398,0.008113059,0.012896292,0.011940299,0.012116089,0.026640494,0.015307343,0.01266137,0.011835749,0.011095031,0.012411779,0.01318736,0.024735831,0.014840989,0.013230155,0.014496574,0.009309542,0.013130252,0.01596149,0.025074952,0.025747724,0.018587361,0.02377261,0.027411986,0.023405973,0.018581081,0.018268943,0.029920798,0.037904125,0.035395764,0.041160221,0.039393055,0.037311307,0.040504843,0.042844392,0.047838617,0.047740113,0.026598341,0.023078812,0.02025,0.02445932,0.027204275,0.023917422,0.028034911,0.029172142,0.037046908,0.032934132,0.034815212,0.041522491,0.034473324,0.030879515,0.034714446,0.035478548,0.037593985,0.031540411,0.031072683,0.033819082,0.030832196,0.032223702,0.027621346,0.034729586,0.028336864,0.034657425,0.03454593,0.026232114,0.026023313,0.029904975,0.012990387,0.018103009,0.020111141,0.016332982,0.018125324,0.01264284,0.016210985,0.022279793,0.024762381,0.017241379,0.018275418,0.021595528,0.024910118,0.018931535,0.018081366,0.025384615,0.02057036,0.02020202,0.020230534,0.019005848,0.020388111,0.018570102,0.025830258,0.025839793,0.022593551,0.02052506,0.024195624,0.023308842,0.025811209,0.026993561,0.022535211,0.020389249,0.02529511,0.02254306,0.022979798,0.023738872,0.031562741,0.024142313,0.02106599,0.02418136,0.025543753,0.024563181,0.021094927,0.031989924,0.022792023,0.029450783,0.027265437,0.026652731,0.027890604,0.028057173,0.029530201,0.021223815,0.021756434,0.027336123,0.025475999,0.025138122,0.017231947,0.024694784,0.028634974,0.024171646,0.031659389,0.021680217,0.022383884,0.026729126,0.045914184,0.031291789,0.023173391,0.023416711,0.024275646,0.028476142,0.03012987,0.033396687,0.023875625,0.028753181,0.031446541,0.02831953,0.026161239,0.028989362,0.031845323,0.033670955,0.021328958,0.021912864,0.026183283,0.02745486,0.028053625,0.033959352,0.02721425,0.026082677,0.025888444,0.029019424,0.025824303,0.027520701,0.019769357,0.019378098,0.016132749,0.014391829,0.01253012,0.015920628,0.013008515,0.025706941,0.018278751,0.015667075,0.017383134,0.018979834,0.018548574,0.017836189,0.024773702,0.023607609,0.017644363,0.017951669,0.019785459,0.01984426,0.019645293,0.027515511,0.02603453,0.020684169,0.024157154,0.016893733,0.026337677,0.012852752,0.032986111,0.025790349,0.016949153
BK19,0.019724771,0.016424214,0.009633028,0.016056197,0.013844024,0.009515179,0.010435572,0.012298959,0.015242494,0.012826603,0.019430637,0.019404332,0.009760859,0.020060181,0.018286311,0.018339277,0.019723866,0.02247191,0.017621145,0.01953337,0.020589872,0.015207132,0.014470284,0.018289403,0.020068527,0.015938303,0.018630413,0.022565321,0.012432432,0.017250974,0.023862375,0.018786127,0.015219338,0.008133755,0.012803532,0.012084592,0.011606314,0.013870246,0.017410714,0.022343595,0.015539305,0.017560513,0.013333333,0.015174507,0.015308642,0.028762198,0.025641026,0.021677125,0.018847604,0.021024259,0.020877944,0.024971623,0.02041913,0.018796992,0.011627907,0.012651555,0.011777302,0.015143321,0.019977169,0.021929825,0.01247216,0.009950249,0.01444548,0.012885412,0.01230315,0.017142857,0.016166282,0.016100957,0.01377018,0.013910355,0.012588117,0.018411362,0.023209877,0.018065887,0.021564694,0.020333681,0.028627838,0.022821577,0.025065274,0.021436227,0.021311475,0.030147895,0.037946429,0.038572251,0.037865749,0.034443169,0.034994698,0.043849658,0.045034642,0.046617396,0.046346783,0.028148148,0.024307244,0.02893401,0.024038462,0.023573786,0.027054108,0.023797206,0.031618435,0.035383778,0.038461538,0.032293377,0.033190578,0.03942029,0.038046564,0.037628278,0.037164094,0.044571429,0.042898551,0.035535813,0.042325056,0.036856369,0.036677454,0.033805889,0.039325843,0.027863777,0.040281974,0.037802419,0.032306163,0.037297297,0.043668122,0.0148186,0.01861167,0.022022022,0.023162135,0.015007504,0.017921147,0.013537906,0.015579357,0.015789474,0.016682555,0.017804154,0.013901761,0.020527859,0.019193858,0.01848249,0.020378457,0.022543598,0.013264869,0.019296741,0.01951431,0.016997167,0.015197568,0.027812895,0.020330368,0.025619835,0.020654045,0.023622047,0.018298714,0.01814615,0.022994129,0.021296735,0.01814882,0.026378897,0.020968547,0.02265861,0.022211492,0.029758851,0.02188716,0.023945862,0.027250608,0.026634383,0.016032064,0.022006141,0.021989005,0.032274857,0.027319588,0.021119324,0.024755028,0.023267839,0.026852846,0.022187822,0.024197791,0.020572002,0.026688453,0.026466009,0.021387585,0.020397209,0.031093837,0.034116331,0.025136612,0.023121387,0.018299247,0.020408163,0.0268757,0.036896365,0.026469031,0.021130782,0.023719677,0.025813113,0.025026069,0.026529507,0.028752156,0.020631068,0.02217529,0.018791265,0.016862545,0.024961793,0.026845638,0.031839623,0.02055165,0.024338624,0.025764895,0.028556319,0.029723992,0.031779661,0.035145524,0.033088235,0.024229075,0.017030335,0.019863791,0.028206493,0.026644916,0.021299255,0.020253165,0.013822435,0.020277481,0.013781698,0.017107309,0.014164306,0.017789757,0.018454441,0.017573696,0.016583748,0.025372311,0.018072289,0.01369863,0.028274668,0.028539452,0.018033741,0.019285309,0.017650303,0.009944751,0.01179941,0.023976608,0.022844089,0.018518519,0.019094381,0.016618911,0.024361949,0.009656005,0.023941068,0.020208206,0.022777778
BK21,0.023861171,0.016731735,0.012138728,0.01586369,0.018888889,0.016716418,0.014245014,0.011275964,0.012709417,0.011627907,0.015863331,0.014192785,0.015479876,0.013351135,0.00990753,0.019670051,0.01076555,0.028876334,0.027312228,0.026420079,0.022450289,0.015441631,0.014339152,0.017164654,0.026768642,0.022493573,0.019808307,0.010810811,0.022147651,0.019073569,0.016801075,0.026274304,0.016633065,0.009693878,0.016045549,0.008192245,0.010570825,0.018826135,0.020169851,0.021799888,0.015855659,0.012229016,0.015667207,0.015651202,0.015738499,0.030037547,0.032701112,0.029120198,0.024265645,0.027261462,0.023367286,0.028107433,0.024952015,0.016839378,0.017521902,0.003529412,0.013838748,0.01402439,0.013324873,0.029081295,0.013121925,0.013609145,0.01191766,0.016084304,0.013178703,0.014594595,0.024274406,0.016765819,0.014029181,0.011255924,0.017868145,0.012773723,0.017482517,0.030169705,0.034137728,0.022329511,0.030599755,0.043316832,0.029522613,0.021118012,0.023825732,0.037254902,0.048843188,0.044033184,0.047355474,0.030955585,0.045333333,0.054545455,0.052631579,0.05365223,0.04425914,0.028058361,0.026026605,0.0261959,0.027127004,0.028588098,0.025398701,0.032178218,0.034482759,0.033459596,0.037013401,0.037807183,0.03713355,0.045801527,0.035529716,0.045363576,0.037483266,0.033041133,0.048353189,0.044776119,0.035498995,0.040504648,0.041744548,0.045483664,0.038585209,0.041263701,0.051332034,0.031450578,0.032882012,0.038511749,0.041105121,0.016441574,0.012338425,0.020473448,0.024984765,0.024630542,0.029673591,0.015526164,0.029161604,0.024231678,0.032777116,0.031622912,0.030017657,0.028355388,0.033771107,0.033125,0.031565657,0.03171857,0.034639409,0.026077098,0.026674234,0.026330853,0.029297955,0.031143828,0.033632287,0.025583982,0.027586207,0.038953488,0.032628399,0.04028436,0.02758216,0.030092593,0.026853473,0.030635838,0.028301887,0.029247044,0.02946593,0.03099814,0.026268657,0.028469751,0.026426426,0.029643073,0.02184466,0.017252002,0.030413625,0.026029056,0.026203534,0.021669853,0.029411765,0.024148607,0.021941489,0.024739583,0.031098825,0.036340852,0.028534371,0.03516624,0.032938076,0.021667761,0.021400778,0.034597472,0.029677419,0.031384615,0.015286624,0.022683085,0.019003932,0.031209363,0.025957973,0.028515878,0.023587834,0.021039604,0.020612117,0.02392638,0.024699599,0.020516214,0.015782828,0.021725636,0.017755231,0.024621212,0.021656051,0.022895623,0.022029372,0.024080268,0.022653722,0.028467595,0.01665599,0.028915663,0.025371287,0.029904306,0.032786885,0.025534442,0.029279279,0.02891845,0.029342723,0.020313407,0.015881709,0.017563739,0.023046655,0.011947431,0.014148274,0.015976331,0.013553329,0.021091811,0.020068807,0.016968988,0.02082094,0.02464986,0.014005602,0.023593466,0.024670109,0.014192785,0.01901566,0.021314387,0.027095148,0.027665317,0.022442244,0.031767956,0.029761905,0.023071852,0.021636241,0.023411371,0.016880486,0.03030303,0.029614325,0.023199023
BK23,0.03960396,0.019487179,0.017021277,0.043381535,0.02507837,0.010956175,0.01853759,0.020234292,0.011627907,0.011840689,0.017075774,0.021097046,0.018681319,0.014492754,0.022170362,0.038548753,0.024468085,0.04454343,0.032188841,0.022701476,0.021126761,0.013953488,0.015555556,0.014201183,0.03567447,0.024719101,0.016166282,0.012376238,0.012485812,0.011286682,0.013205282,0.021186441,0.026205451,0.004278075,0.009483667,0.008528785,0.01191766,0.014388489,0.021008403,0.012687428,0.015447992,0.01626898,0.011603376,0.009535161,0.013215859,0.041331803,0.031400966,0.023839398,0.029655991,0.015402844,0.033642691,0.02241594,0.025957973,0.01536643,0.010550996,0.003541913,0.011312217,0.012820513,0.016470588,0.029850746,0.013874066,0.020477816,0.00855615,0.017563117,0.018390805,0.015837104,0.027144408,0.020920502,0.012181617,0.014874142,0.011904762,0.012850467,0.021300448,0.027878788,0.029205607,0.026119403,0.022805017,0.045560748,0.030732861,0.01863354,0.019946809,0.036144578,0.057571965,0.05751634,0.064676617,0.042767296,0.056194125,0.074550129,0.07201087,0.066225166,0.068035944,0.052503053,0.064478312,0.046060606,0.053349876,0.051282051,0.059023837,0.048721072,0.050649351,0.061032864,0.053915276,0.062340967,0.074592075,0.080301129,0.07,0.074257426,0.060301508,0.07290401,0.07773386,0.069392813,0.071146245,0.078720787,0.070913462,0.064516129,0.069318182,0.058343057,0.067226891,0.061997704,0.049368542,0.060532688,0.057179161,0.015757576,0.021765417,0.042321644,0.028822055,0.041062802,0.042986425,0.025089606,0.025700935,0.027554535,0.026682135,0.02970297,0.024361949,0.02453271,0.025862069,0.026995305,0.038869258,0.025527192,0.028540066,0.030752916,0.027180068,0.03583815,0.037115589,0.041214751,0.040598291,0.025746653,0.026539278,0.019836639,0.034229829,0.02739726,0.03406326,0.026651217,0.034855769,0.031476998,0.049278846,0.043424318,0.036407767,0.033877039,0.027283511,0.028350515,0.026159334,0.027638191,0.03699284,0.037688442,0.029520295,0.041290323,0.032704403,0.035308953,0.03626943,0.0327654,0.023376623,0.040640394,0.029769959,0.0375,0.03030303,0.037483266,0.030383091,0.015564202,0.026525199,0.047808765,0.047682119,0.047133758,0.038510911,0.033200531,0.051820728,0.053921569,0.062901155,0.033647376,0.034090909,0.033986928,0.036295369,0.058746736,0.047297297,0.046199702,0.040050063,0.029374202,0.036585366,0.034300792,0.02661597,0.03862069,0.036144578,0.036410923,0.036316472,0.033505155,0.030788177,0.027848101,0.040506329,0.044047619,0.050742574,0.045169385,0.053040103,0.039653036,0.044795784,0.039240506,0.022368421,0.026923077,0.032994924,0.016731017,0.027595269,0.019815059,0.031788079,0.024011299,0.025435074,0.02147651,0.038860104,0.027510316,0.018041237,0.027667984,0.026560425,0.025745257,0.022630835,0.023904382,0.026560425,0.034818942,0.03601108,0.026200873,0.026170799,0.033505155,0.025956284,0.022788204,0.010218978,0.032258065,0.033057851,0.032214765
BK25,0.026818367,0.011144449,0.010817828,0.015539305,0.012022327,0.008726003,0.012658228,0.016285211,0.016149596,0.013722886,0.016386182,0.015584416,0.01611418,0.014797136,0.023377863,0.01987397,0.01934236,0.034795764,0.02262666,0.017476789,0.016264722,0.026123302,0.022548506,0.018716578,0.023279352,0.017343905,0.013403542,0.01088647,0.012121212,0.011528822,0.016549649,0.012068966,0.011666667,0.006578947,0.005740057,0.008039303,0.006454389,0.008507018,0.020904437,0.013215859,0.01049979,0.009110629,0.013775291,0.009927798,0.007929104,0.024512029,0.019778099,0.017216643,0.021377672,0.023730422,0.016447368,0.013459621,0.028896258,0.014367816,0.010166359,0.003727866,0.013999067,0.017788462,0.014992504,0.023641851,0.010243278,0.01010101,0.008067941,0.008917197,0.005565068,0.007142857,0.016292382,0.008961303,0.00435161,0.015689894,0.011542013,0.011075219,0.012946429,0.035440613,0.024171889,0.025652985,0.026990553,0.02763466,0.02752729,0.015640767,0.019068985,0.021949974,0.045277507,0.045362903,0.050553683,0.043652785,0.037433155,0.065513627,0.054593176,0.050248756,0.057673019,0.031672297,0.037119857,0.039251483,0.035663338,0.038495188,0.032286599,0.048125868,0.047002398,0.052980132,0.056443024,0.047851563,0.043135436,0.039671021,0.044840887,0.046286329,0.042046606,0.043326693,0.045333333,0.050387597,0.041666667,0.047075606,0.051690821,0.035540409,0.04009434,0.047206166,0.054296506,0.053824363,0.040092166,0.042542787,0.046184739,0.01845717,0.023222749,0.021613833,0.026647966,0.024470588,0.020309051,0.015303892,0.026378897,0.035121025,0.026511628,0.025735294,0.024652622,0.030275229,0.025517573,0.026798307,0.044309701,0.027935399,0.031924072,0.029620359,0.027073485,0.044815466,0.028341794,0.054466231,0.04164859,0.039124947,0.030829353,0.036117381,0.050609185,0.061583578,0.051691729,0.035079929,0.038830716,0.042066758,0.039377289,0.037817137,0.051199262,0.07029703,0.040408732,0.046500705,0.048041045,0.03627907,0.036249396,0.033630069,0.06122449,0.038594755,0.043073911,0.040120361,0.038442583,0.039533705,0.039533705,0.066326531,0.037037037,0.039272031,0.030190678,0.038594755,0.034067086,0.02744887,0.052915767,0.055614973,0.041752577,0.047017189,0.027983105,0.017108168,0.03718091,0.060220994,0.03218767,0.031073446,0.032327586,0.029989095,0.025192802,0.034607438,0.0404814,0.0303561,0.031746032,0.032626427,0.029554003,0.025917927,0.030628694,0.057093426,0.035408338,0.028245519,0.033840948,0.031266285,0.024390244,0.031402274,0.047463175,0.037480479,0.025349198,0.024986986,0.026727181,0.031515758,0.035416667,0.036277603,0.022739018,0.015072765,0.021413276,0.020251779,0.019817073,0.016207455,0.038043478,0.021558872,0.018211034,0.016238869,0.022222222,0.027305513,0.021994885,0.032537961,0.02257568,0.01993865,0.0165,0.030204962,0.02668149,0.025091799,0.037897311,0.025888019,0.020337013,0.01986755,0.02262181,0.022933011,0.006802721,0.030456853,0.026774595,0.024282561
BK26,0.017964072,0.01299435,0.012716763,0.020506634,0.014697569,0.017816092,0.003504673,0.008230453,0.014362657,0.013426737,0.014751076,0.013188073,0.013301088,0.008253968,0.011635423,0.012226512,0.007751938,0.02704443,0.017262639,0.016785023,0.010702341,0.008301405,0.010718789,0.008934269,0.016875,0.012722646,0.011363636,0.010832769,0.01260783,0.006761325,0.00928382,0.023359288,0.01323043,0.010758472,0.009518477,0.011046512,0.012429379,0.014941893,0.015555556,0.016264722,0.010072748,0.007790762,0.015134529,0.016750419,0.007092199,0.03074141,0.019987105,0.010120177,0.016991819,0.017945545,0.022392457,0.013166144,0.028364514,0.014251781,0.010356732,0.007088009,0.013753582,0.011918951,0.014954486,0.01821608,0.011176158,0.011615044,0.006911217,0.014838368,0.008835759,0.008602151,0.019791667,0.009149623,0.010061487,0.012514899,0.011022658,0.00996264,0.010538642,0.020987654,0.017929439,0.022525193,0.024575775,0.026897788,0.023780488,0.010800508,0.01330672,0.026827632,0.027989822,0.03052422,0.030953885,0.034120735,0.03450564,0.052027027,0.057652711,0.03868472,0.042763158,0.030769231,0.031717534,0.030852995,0.035828535,0.030649038,0.033602987,0.028307692,0.040050858,0.045883092,0.038977636,0.044854881,0.044569994,0.04238921,0.036817883,0.035690236,0.026762402,0.043391188,0.036501377,0.047774869,0.043624161,0.039482201,0.037531807,0.043842682,0.035438144,0.033909149,0.042485732,0.039375,0.03192848,0.039636127,0.029649596,0.012650602,0.016908213,0.016969697,0.021160822,0.024506874,0.028016009,0.018285714,0.018083183,0.02051901,0.022995283,0.031877214,0.01735107,0.0187244,0.024837374,0.018007203,0.023751523,0.015828151,0.019005031,0.024732996,0.023888889,0.022326675,0.021990104,0.031701891,0.032823995,0.03003337,0.02392877,0.020983213,0.0288635,0.029428736,0.033333333,0.025867137,0.026315789,0.036969697,0.027160494,0.029593095,0.033274956,0.036240786,0.037982565,0.032635468,0.031831832,0.017294626,0.027522936,0.023646546,0.031055901,0.032587859,0.02829582,0.028840125,0.028753994,0.029562982,0.024519549,0.039735099,0.034004164,0.026366559,0.022053756,0.025440313,0.029023747,0.015519568,0.032213845,0.04076087,0.026798307,0.019754768,0.020960108,0.017519271,0.028651293,0.043569923,0.029993183,0.024948025,0.01971448,0.027929155,0.023195876,0.022106632,0.032670455,0.027104137,0.026472535,0.026530612,0.027994792,0.024310118,0.032432432,0.030885381,0.036426117,0.029093369,0.027486911,0.030539311,0.02585034,0.033854167,0.040577717,0.0256917,0.025016903,0.025913621,0.022540984,0.029920213,0.025819958,0.020283976,0.014637392,0.017029973,0.027586207,0.029350105,0.022636485,0.022939068,0.025936599,0.025122121,0.021067416,0.015725518,0.019444444,0.018804567,0.019444444,0.029475198,0.027007818,0.018037518,0.026152787,0.023056653,0.030885381,0.020423601,0.025161754,0.029806259,0.036801132,0.021632938,0.022366522,0.023121387,0.013523666,0.030505952,0.035714286,0.028493894
BK27,0.017905589,0.00660793,0.011904762,0.013582343,0.011844332,0.009054895,0.009518477,0.006289308,0.009302326,0.005402161,0.013172967,0.01442041,0.005861665,0.013731343,0.008838384,0.008343266,0.014334862,0.024565608,0.02754491,0.021065675,0.009369144,0.014845606,0.010658307,0.014660965,0.021816038,0.013914096,0.010480888,0.011235955,0.010506799,0.010120177,0.009733939,0.014826176,0.021783181,0.006075949,0.014500259,0.010723861,0.01010101,0.010526316,0.015175301,0.022376132,0.010994764,0.013520822,0.013412017,0.01461039,0.012770683,0.021905805,0.023068051,0.021959459,0.019461935,0.024249423,0.028683915,0.014417532,0.026285714,0.017366947,0.008422235,0.006148686,0.013896609,0.01117943,0.016027476,0.022740525,0.015881148,0.012396694,0.011782787,0.01171676,0.01221374,0.008497079,0.013058764,0.018974359,0.013374486,0.012432432,0.011608624,0.01103144,0.010851872,0.019406393,0.016547159,0.018252212,0.021108179,0.027948575,0.02320442,0.015634047,0.02173913,0.028377545,0.0352194,0.042147806,0.040770102,0.034602076,0.045272206,0.048122066,0.049469965,0.032165422,0.036606624,0.024142926,0.026561731,0.024072217,0.025912216,0.029441624,0.023329799,0.029506438,0.033513514,0.030851064,0.036026201,0.025419145,0.026849315,0.034404963,0.035752979,0.033183352,0.033888889,0.025358324,0.035010941,0.041643219,0.041551247,0.031335899,0.0268757,0.030054645,0.02849162,0.032345013,0.036443954,0.031521739,0.0349087,0.036343612,0.03,0.01039501,0.016255899,0.009809264,0.015698587,0.016427105,0.014420686,0.01377275,0.014690451,0.021772152,0.022143936,0.015706806,0.025862069,0.01496388,0.020703934,0.017025538,0.021155831,0.025444071,0.015841584,0.01953125,0.01793722,0.019910403,0.015842535,0.027207637,0.026377767,0.023386342,0.021235521,0.022947476,0.018984094,0.0215,0.024860477,0.02178122,0.02134886,0.022560078,0.027040561,0.026262626,0.027066216,0.03294002,0.027848101,0.020914397,0.027277155,0.017409114,0.022335025,0.01843318,0.022255943,0.017847769,0.021310602,0.017866527,0.023900054,0.023059618,0.021786492,0.028465999,0.024861878,0.0151912,0.020532741,0.016710183,0.024149286,0.016550988,0.023896104,0.028047465,0.015831135,0.023565574,0.011111111,0.014392324,0.018736617,0.022163588,0.019937041,0.017801047,0.015223097,0.014249364,0.021116139,0.016853933,0.014384656,0.016976127,0.012139605,0.015532941,0.014854111,0.014001077,0.01294666,0.017572762,0.023012552,0.018315018,0.019743337,0.017085904,0.013789824,0.013947001,0.015595463,0.01723356,0.016296967,0.014150943,0.013795987,0.012229923,0.01597582,0.016842105,0.014669927,0.012174643,0.013113367,0.012314225,0.016379672,0.017948718,0.023391813,0.012222725,0.014055395,0.013761468,0.02112069,0.011536877,0.007098121,0.017043034,0.01915559,0.017420158,0.013219285,0.017833841,0.020589612,0.018013381,0.023626091,0.026595745,0.018181818,0.025026624,0.018334206,0.025,0.010770059,0.025909592,0.027139875,0.023137436
