date_y-m-d,1/1/20,1/2/20,1/3/20,1/4/20,1/5/20,1/6/20,1/7/20,1/8/20,1/9/20,1/10/20,1/11/20,1/12/20,1/13/20,1/14/20,1/15/20,1/16/20,1/17/20,1/18/20,1/19/20,1/20/20,1/21/20,1/22/20,1/23/20,1/24/20,1/25/20,1/26/20,1/27/20,1/28/20,1/29/20,1/30/20,1/31/20,2/1/20,2/2/20,2/3/20,2/4/20,2/5/20,2/6/20,2/7/20,2/8/20,2/9/20,2/10/20,2/11/20,2/12/20,2/13/20,2/14/20,2/15/20,2/16/20,2/17/20,2/18/20,2/19/20,2/20/20,2/21/20,2/22/20,2/23/20,2/24/20,2/25/20,2/26/20,2/27/20,2/28/20,2/29/20,3/1/20,3/2/20,3/3/20,3/4/20,3/5/20,3/6/20,3/7/20,3/8/20,3/9/20,3/10/20,3/11/20,3/12/20,3/13/20,3/14/20,3/15/20,3/16/20,3/17/20,3/18/20,3/19/20,3/20/20,3/21/20,3/22/20,3/23/20,3/24/20,3/25/20,3/26/20,3/27/20,3/28/20,3/29/20,3/30/20,3/31/20,4/1/20,4/2/20,4/3/20,4/4/20,4/5/20,4/6/20,4/7/20,4/8/20,4/9/20,4/10/20,4/11/20,4/12/20,4/13/20,4/14/20,4/15/20,4/16/20,4/17/20,4/18/20,4/19/20,4/20/20,4/21/20,4/22/20,4/23/20,4/24/20,4/25/20,4/26/20,4/27/20,4/28/20,4/29/20,4/30/20,5/1/20,5/2/20,5/3/20,5/4/20,5/5/20,5/6/20,5/7/20,5/8/20,5/9/20,5/10/20,5/11/20,5/12/20,5/13/20,5/14/20,5/15/20,5/16/20,5/17/20,5/18/20,5/19/20,5/20/20,5/21/20,5/22/20,5/23/20,5/24/20,5/25/20,5/26/20,5/27/20,5/28/20,5/29/20,5/30/20,5/31/20,6/1/20,6/2/20,6/3/20,6/4/20,6/5/20,6/6/20,6/7/20,6/8/20,6/9/20,6/10/20,6/11/20,6/12/20,6/13/20,6/14/20,6/15/20,6/16/20,6/17/20,6/18/20,6/19/20,6/20/20,6/21/20,6/22/20,6/23/20,6/24/20,6/25/20,6/26/20,6/27/20,6/28/20,6/29/20,6/30/20,7/1/20,7/2/20,7/3/20,7/4/20,7/5/20,7/6/20,7/7/20,7/8/20,7/9/20,7/10/20,7/11/20,7/12/20,7/13/20,7/14/20,7/15/20,7/16/20,7/17/20,7/18/20,7/19/20,7/20/20,7/21/20,7/22/20,7/23/20,7/24/20,7/25/20,7/26/20,7/27/20,7/28/20,7/29/20,7/30/20,7/31/20,8/1/20,8/2/20,8/3/20,8/4/20,8/5/20,8/6/20,8/7/20,8/8/20,8/9/20,8/10/20,8/11/20,8/12/20,8/13/20,8/14/20,8/15/20,8/16/20,8/17/20,8/18/20,8/19/20,8/20/20,8/21/20,8/22/20,8/23/20,8/24/20,8/25/20,8/26/20,8/27/20,8/28/20,8/29/20,8/30/20,8/31/20,9/1/20,9/2/20,9/3/20,9/4/20,9/5/20,9/6/20,9/7/20,9/8/20,9/9/20,9/10/20,9/11/20,9/12/20,9/13/20,9/14/20,9/15/20,9/16/20,9/17/20,9/18/20,9/19/20,9/20/20,9/21/20,9/22/20,9/23/20,9/24/20,9/25/20,9/26/20,9/27/20,9/28/20,9/29/20,9/30/20
U0900104720,77.3810329,59.18382102,98.28440607,99.71852298,79.21824173,60.01911998,60.20295068,61.18517781,20.3416787,82.09579661,83.31345242,164.7752748,85.27489075,66.46588027,44.5334071,22.0583693,65.56741399,113.6911079,67.10706842,89.77725553,90.25721322,43.83274828,0,159.3041591,182.8168877,114.8380752,45.39721033,23.87131555,23.52228183,0,93.3400147,163.1391507,55.23394627,17.78753058,76.54857609,79.82920998,39.59589962,57.25343991,149.8227141,77.35580248,56.2456765,39.93582224,59.7665933,39.92308919,82.05470051,146.6387151,172.4814326,21.94112321,22.53272149,64.81756569,21.00167726,0,86.71436129,43.73790534,0,0,81.90411818,62.85976982,197.5624251,89.23696401,136.4781101,57.80901816,18.55745021,56.64572826,74.73499569,75.67090818,134.6333234,97.63554608,19.47059789,62.93934655,64.46163233,63.14801774,60.93319636,43.98801671,63.86072913,64.84678239,65.06268042,21.91850548,43.67518651,67.71663779,48.24750345,72.46199846,45.81105307,115.0256196,111.2170497,47.27894025,71.00479906,72.05274824,48.06384748,69.88851449,70.33635002,60.32541375,40.39172043,20.72989653,43.2901429,20.97880579,85.61663818,44.27098536,44.06068011,65.973012,22.50010482,0,46.01964227,69.47131893,23.21124179,93.2801374,0,23.49139081,47.89837424,48.43360911,23.54808647,68.52159549,22.5672404,45.38030041,45.65376708,0,23.11767783,22.87135826,22.63227763,23.34467151,23.63823048,21.33587663,63.94467614,22.14027643,0,0,62.79147126,0,21.86449754,21.68255281,21.49520285,0,21.24417257,0,21.41738015,0,0,0,0,0,40.33208965,81.20474505,19.48894923,59.25539616,59.86183634,19.66082504,0,0,0,0,20.69753432,0,0,61.39016352,0,20.48030895,40.8681493,83.26497589,62.25611137,40.96247899,20.38823306,20.3455348,20.46450266,41.87420227,20.6469101,42.57502574,0,0,21.71095827,66.91116543,22.54692236,67.14972094,92.22570943,21.71409578,67.24254388,67.05116916,44.86450226,22.09469753,113.3263945,68.76899606,44.92799904,66.03938,133.5461279,113.0093261,66.89130714,203.0421405,156.4946288,90.80448008,110.2389803,43.87071533,43.44451512,65.6304198,67.87842952,46.32563589,21.83167051,44.63969103,44.21757043,44.66180521,89.3900352,116.6556939,115.2927515,90.11196738,44.07101864,86.10892281,106.3200747,64.33405962,152.7891342,64.63231246,42.71178154,60.73942922,39.99180241,19.9451165,163.9944701,165.8056222,253.6173082,40.31982397,81.10976959,20.52712684,20.07479982,61.11715311,62.8773062,43.99359769,0,80.81023278,62.34336189,60.3216465,143.3296025,300.4972287,121.5924544,122.6400283,119.7682068,41.52548525,42.18851255,159.0696591,231.4402777,140.1260841,92.72655463,69.77024517,23.27692403,70.36709335,71.00107107,48.3478951,72.33951,85.8718889,43.11582129,45.1466859,43.02035674,42.90611079,195.3252448,135.1017823,158.2844846,44.46663313,42.31405238,63.46750394,21.87171152,88.81498995,134.9871533,44.62289889,22.71232932,21.96699869,44.04819418,91.21976688,95.27134388,97.84811748,52.95159111,74.50770248,24.26503741,24.06399675,71.78425148,123.2586297,98.00660956,0,47.34399025,47.29134057
U0900108070,696.4292961,512.9264488,629.0201988,1017.128934,633.7459338,360.1147199,441.488305,509.8764818,467.8586101,636.2424237,1312.186876,906.2640116,469.0118991,708.9693896,823.8680313,772.0429255,721.2415539,1364.293295,1073.713095,785.5509859,722.0577058,767.0730948,734.4891966,796.5207953,1074.049215,1446.959748,726.3553653,787.7534131,799.7575821,923.9258971,816.7251286,1178.2272,681.2186706,533.6259174,746.3486168,478.9752599,475.1507954,591.6188791,749.1135706,850.9138273,393.7197355,559.1015114,597.665933,578.8847932,615.4102538,754.1419635,776.1664467,833.7626822,698.5143663,604.9639464,672.0536723,649.2586156,1127.286697,874.7581068,570.4471962,350.0898716,429.9966204,419.0651321,526.8331337,936.9881221,896.8561518,616.629527,426.8213548,320.9924602,411.0424763,605.3672654,923.1999317,702.9759318,350.470762,461.555208,451.2314263,357.8387672,507.7766363,857.7663258,510.885833,562.0054474,412.0636427,263.0220658,327.5638988,338.583189,482.4750345,555.5419882,503.9215838,851.1895848,533.8418388,590.9867531,473.3653271,480.3516549,360.4788561,535.8119444,633.0271502,442.3863675,585.6799462,704.8164819,714.2873579,461.5337274,513.6998291,464.8453462,396.546121,637.739116,540.0025157,605.2551247,644.2749918,555.7705514,557.0698029,629.6409275,493.365487,728.2331152,838.2215493,871.804964,659.3464211,433.9701048,406.2103271,635.3242057,547.8452049,754.5710518,786.0010462,434.555807,543.1746631,443.5487586,732.7851449,576.0686691,703.3914376,597.7874635,543.3392155,622.0320333,502.3317701,495.4169216,568.4769361,1019.079982,494.3896656,387.8828591,318.6625885,323.7247448,492.5997434,363.3186611,673.7341305,611.9902249,403.3894726,499.2375847,564.6492551,588.7344016,721.0911213,1066.597131,858.0196542,707.7897014,546.3701955,873.862563,817.91458,660.8766917,848.5989072,1123.232544,751.4771652,450.1945325,491.1614426,573.4486506,551.7200156,1040.812199,1141.362042,552.9934663,652.4234579,773.1303225,613.9350797,774.672742,1321.402246,851.5005147,694.9648873,680.7314763,303.9534158,959.0600378,946.9707392,1454.91062,1383.385642,781.7074482,717.2538014,670.5116916,493.5095249,375.609858,1019.937551,848.1509515,1100.735977,814.4856867,823.5344552,813.667148,1360.123245,1692.017837,1162.531528,522.1257604,507.0993094,592.2546569,477.8896663,612.5505848,1176.559445,880.1870819,698.6134563,401.7572193,641.1547712,580.6034677,849.2053344,1656.510854,945.4005627,923.6476656,639.0297703,731.9258439,722.9765081,1093.679014,2510.107205,1421.910874,875.5915215,425.1760045,859.8237517,757.9144271,717.4758067,1699.507628,936.433138,604.7973595,588.0458295,595.2866784,542.0195951,814.8953748,1571.932655,1341.80473,657.8326493,929.317677,664.9958601,341.8226635,716.6480127,1244.91709,749.8201354,551.8801273,499.0341951,726.6959918,358.6023566,795.3482956,1805.234166,1284.489104,556.3593278,697.7024517,814.6923411,727.1266313,946.6809476,2030.611594,1591.46922,966.0587501,538.9477661,609.4802596,645.3053512,943.9344375,1388.979519,1351.017823,1560.232777,778.1660797,571.2397071,761.6100473,1027.970441,1643.077314,1237.382238,780.9007306,635.9452209,834.7459504,792.8674953,980.6124939,1691.066354,1198.639439,714.84648,819.5847273,679.4210475,697.8559059,981.0514369,1454.451831,1739.61732,766.9465538,615.4718733,733.0157788
U0900108980,38.69051645,98.6397017,58.97064364,79.77481838,59.4136813,80.02549331,60.20295068,61.18517781,81.3667148,61.57184745,104.1418155,61.79072807,85.27489075,44.31058685,66.80011065,44.1167386,65.56741399,90.95288634,67.10706842,134.6658833,67.69290992,43.83274828,22.25724838,68.27321102,137.1126658,114.8380752,45.39721033,23.87131555,70.56684548,71.07122286,116.6750184,54.37971691,73.64526169,53.36259174,38.27428804,59.87190749,59.39384942,57.25343991,206.0062319,96.6947531,37.49711766,19.96791112,59.7665933,19.96154459,82.05470051,335.174206,323.4026861,263.2934786,315.4581009,172.8468418,42.00335452,86.56781541,108.3929516,153.0826687,63.3830218,82.37408744,163.8082364,125.7195396,65.85414171,178.473928,77.98749146,38.53934544,37.11490041,75.52763769,37.36749784,75.67090818,115.3999915,58.58132765,155.7647831,62.93934655,64.46163233,21.04933925,60.93319636,87.97603341,63.86072913,21.61559413,108.4378007,43.83701096,21.83759326,90.28885039,0,96.61599794,0,0,88.9736398,0,23.66826635,48.03516549,48.06384748,46.59234299,23.44545001,0,20.19586022,41.45979306,21.64507145,41.95761158,42.80831909,0,0,65.973012,45.00020964,67.25056941,46.01964227,23.15710631,0,46.6400687,23.49359462,23.49139081,23.94918712,48.43360911,0,22.84053183,67.70172119,68.07045061,68.48065062,68.59736834,46.23535566,22.87135826,0,23.34467151,47.27646096,42.67175327,42.6297841,44.28055285,65.20070586,0,20.93049042,61.9271152,65.59349262,21.68255281,42.99040571,21.54904773,21.24417257,21.58164965,42.8347603,42.74337189,108.6667952,81.59869666,121.0168418,79.87801356,40.33208965,223.3130489,0,19.75179872,279.3552362,58.98247512,20.23593317,0,62.91650616,41.30479323,41.39506864,61.26722966,39.55142975,81.85355136,0,20.48030895,102.1703733,83.26497589,186.7683341,102.4061975,61.16469918,81.38213921,102.3225133,125.6226068,206.469101,234.1626416,130.3059164,43.91815976,217.1095827,89.21488724,180.3753789,447.6648062,345.8464104,43.42819157,134.4850878,201.1535075,157.0257579,88.37879011,203.9875102,320.9219816,157.2479967,220.1312667,178.0615038,158.2130566,312.1594333,203.0421405,424.7711352,204.3100802,242.5257567,197.418219,217.2225756,240.6448726,362.0182908,324.2794512,174.6533641,66.95953654,154.7614965,200.9781235,156.4325616,233.3113878,415.0539056,157.6959429,286.4616212,236.7995377,276.4321943,214.4468654,283.7512493,172.3528332,128.1353446,222.7112405,79.98360481,79.78046601,184.4937789,310.8855417,253.6173082,161.2792959,101.387212,41.05425368,100.3739991,81.48953748,251.5092248,131.9807931,102.7863514,101.012791,83.12448251,120.643293,184.2809176,193.1767899,162.1232725,122.6400283,119.7682068,145.3391984,126.5655376,181.7938961,277.7283332,186.8347788,139.0898319,162.7972387,46.55384806,93.82279113,118.3351184,241.7394755,120.56585,42.93594445,43.11582129,67.72002884,43.02035674,171.6244432,303.8392697,202.6526734,135.6724153,22.23331656,84.62810476,84.62333859,43.74342303,377.4637073,337.4678831,89.24579778,45.42465864,65.90099608,66.07229128,91.21976688,214.3605237,97.84811748,79.42738667,99.34360331,48.53007482,96.25598702,47.85616766,419.0793411,245.0165239,197.9216913,47.34399025,118.2283514
U0900118500,909.2271366,236.7352841,393.1376243,897.4667068,653.5504943,300.0955999,280.9471032,183.5555334,325.4668592,492.5747796,687.3359825,659.1010994,127.9123361,177.2423474,89.0668142,242.6420623,218.5580466,591.1937612,603.9636158,359.1090221,361.0288529,197.2473672,244.8297322,341.3660551,594.154885,803.8665267,249.6846568,286.4557866,188.1782546,189.5232609,466.7000735,833.8223259,515.5168318,177.8753058,325.3314484,439.0606549,336.5651467,362.6051194,1310.948749,850.9138273,224.982706,119.8074667,239.0663732,159.6923567,451.3008528,963.6258423,776.1664467,416.8813411,383.0562654,388.9053941,441.0352224,541.0488463,823.7864322,612.3306747,147.8937175,185.3416967,307.1404432,419.0651321,285.3679474,513.1125431,526.4155673,134.887709,111.3447012,75.52763769,205.5212381,170.2595434,673.1666169,683.4488226,272.5883705,230.777604,150.4104754,168.394714,182.7995891,439.8801671,447.0251039,172.924753,151.812921,219.1850548,196.5383393,338.583189,337.7325242,265.6939943,274.8663184,368.0819826,422.624789,354.5920519,307.6874626,384.2813239,360.4788561,349.4425725,398.5726501,180.9762412,201.9586022,103.6494826,194.8056431,167.8304463,107.0207977,132.8129561,154.2123804,131.946024,112.5005241,134.5011388,138.0589268,138.9426379,185.6899343,209.8803092,187.948757,258.4052989,287.3902455,411.6856774,141.2885188,274.086382,473.9120483,226.901502,205.4419519,320.1210523,277.412134,251.5849409,158.4259434,233.4467151,307.2969963,192.0228897,447.612733,309.96387,152.1349803,107.2469023,251.1658851,268.3508325,284.238468,303.5557394,451.3992599,280.1376205,233.6858982,194.2348469,257.0085618,341.9469752,695.4674895,428.3931574,242.0336835,119.8170203,181.4944034,304.5177939,214.3784415,395.0359744,877.9735996,511.181451,141.6515322,291.287521,293.6103621,330.4383459,683.0186326,755.6291658,158.205719,306.9508176,204.6506011,266.2440164,286.0770451,957.5472228,913.0896335,389.1435504,203.8823306,345.8740917,347.8965451,544.3646295,1218.167696,851.5005147,412.6354018,109.7953994,412.5082071,267.6446617,248.016146,1387.760899,991.4263764,217.1409578,313.7985381,379.9566252,336.4837669,684.9356233,793.2847618,779.3819554,224.6399952,418.2494067,267.0922557,429.4354392,936.4783,1015.210702,1341.382532,544.8268805,242.5257567,416.7717956,521.3341815,371.9057122,656.158152,509.5819948,218.3167051,424.0770648,309.522993,379.6253443,424.6026672,1259.881494,1429.630119,405.5038532,352.5681492,279.8539991,297.6962092,300.2256116,960.3888437,797.1318536,192.2030169,344.1900989,239.9508144,179.5060485,758.4744243,1927.490358,1560.721897,483.8378876,243.3293088,123.162761,220.822798,285.2133812,482.0593476,593.9135688,246.6872435,60.60767459,187.0300857,201.072155,614.2697252,1116.132564,709.2893173,183.9600424,319.3818848,228.3901689,358.6023566,499.9332144,856.3290274,677.2760732,301.3613025,325.5944775,209.4923163,304.9240712,449.6734501,531.8268461,530.48974,343.4875556,129.3474639,270.8801154,279.6323188,665.0447173,933.2206141,1148.365149,678.3620767,133.3998994,296.1983667,359.649189,612.4079224,1509.854829,1372.369391,423.9175394,386.1095984,285.570983,352.3855535,364.8790675,809.806423,929.557116,344.1853422,273.1949091,194.1202993,288.7679611,358.9212574,1183.282846,1053.571053,470.0640169,165.7039659,189.1653623
U0900118850,348.214648,315.6470454,471.7651491,478.6489103,316.8729669,220.0701066,100.3382511,305.9258891,467.8586101,492.5747796,583.194167,494.3258245,234.5059496,288.0188145,267.2004426,397.0506474,611.9625305,500.2408749,581.594593,605.9964748,293.335943,219.1637414,178.057987,409.6392661,274.2253315,344.5142257,385.8762878,453.5549954,352.8342274,260.5944838,536.7050845,598.176886,368.2263084,409.1132034,382.7428804,319.3168399,277.1712973,458.0275193,505.6516602,328.7621605,262.4798236,179.7112001,378.5217576,259.5000797,430.7871777,523.7096969,452.7637605,504.6458339,315.4581009,410.5112494,357.0285134,367.9132155,520.2861677,328.03429,126.7660436,205.9352186,307.1404432,230.4858227,570.7358948,356.947856,467.9249487,154.1573818,278.3617531,226.5829131,336.3074806,359.4368138,500.0666297,429.5964028,214.1765768,335.6765149,343.7953724,336.789428,568.7098327,417.8861587,149.008368,259.3871296,173.5004811,175.3480438,218.3759326,135.4332756,168.8662621,169.0779964,91.62210614,253.056363,244.6775094,165.4762909,94.67306541,168.1230792,72.09577122,93.18468599,117.22725,120.6508275,60.58758065,165.8391722,43.2901429,83.91522316,42.80831909,88.54197071,44.06068011,131.946024,135.0006289,44.83371294,23.00982114,92.62842524,92.84496715,69.96010305,140.9615677,164.4397357,143.6951227,169.5176319,259.0289511,182.7242546,135.4034424,90.76060081,114.1344177,228.6578945,115.5883891,91.48543305,67.89683289,186.7573721,236.3823048,128.0152598,149.2042443,154.981935,65.20070586,235.9431851,125.5829425,82.56948693,109.3224877,433.6510563,150.46642,172.3923818,63.7325177,43.16329931,171.3390412,192.3451735,152.1335133,265.1957641,100.8473681,219.6645373,221.8264931,121.8071176,175.400543,355.5323769,419.0328544,78.64330016,121.415599,395.3187785,125.8330123,82.60958647,351.8580835,163.3792791,138.4300041,368.3409811,143.2554208,184.3227806,286.0770451,582.8548313,560.3050023,122.887437,203.8823306,284.8374872,266.0385345,439.6791238,805.2294938,361.8877188,130.3059164,219.5907988,303.9534158,267.6446617,338.2038354,604.3474884,322.789983,260.5691494,336.2127194,335.2558458,269.1870136,508.1780431,657.2930884,550.1519685,247.1039947,286.1706467,534.1845115,565.0466306,535.1304571,451.2047566,558.9093885,340.5168003,154.3345724,548.3839416,304.1116059,481.2897452,452.5228635,532.7448127,305.6433871,446.3969103,508.50206,468.9489547,513.9927024,513.2850533,484.2295565,743.4237308,198.3195839,452.0718447,382.752269,514.672477,916.7348053,667.8672287,320.3383615,303.6971461,499.8975301,378.9572135,594.4799542,580.3196778,292.6353556,20.15991198,263.6067512,369.4882831,160.5983985,325.9581499,335.3456331,197.9711896,205.5727029,202.025582,228.5923269,241.286586,245.7078901,472.2099309,324.246545,327.0400755,99.80683901,207.6274262,274.2253315,477.2089773,694.320833,723.9847679,231.8163866,209.3107355,558.6461767,258.0126756,497.0074975,749.3923741,458.15023,322.0195834,237.1370171,451.466859,344.162854,386.1549971,564.2729295,562.9240929,384.4051768,111.1665828,275.0413405,253.8700158,415.5625188,266.4449699,382.4636009,178.4915956,158.9863052,263.6039843,264.2891651,342.0741258,476.3567194,684.9368223,370.6611378,223.5231074,388.2405986,216.5759708,382.8493412,566.9896968,735.0495717,470.0640169,331.4079318,331.039384
U0900123890,0,0,0,0,0,0,0,20.39505927,0,41.0478983,20.82836311,0,0,0,0,0,0,0,0,0,0,0,44.51449676,0,0,0,0,0,0,0,0,36.2531446,0,17.78753058,0,0,19.79794981,38.16895994,37.45567853,0,0,19.96791112,39.84439553,0,0,0,0,0,0,0,0,0,0,0,0,0,20.47602954,0,0,0,0,19.26967272,0,0,0,0,0,19.52710922,0,0,0,0,0,43.98801671,42.57381942,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.19586022,41.45979306,0,0,0,22.13549268,22.03034005,21.991004,22.50010482,22.41685647,46.01964227,0,0,46.6400687,23.49359462,23.49139081,0,0,0,0,0,0,22.82688354,22.86578945,0,22.87135826,0,0,0,0,0,0,0,0,20.93049042,20.64237173,21.86449754,0,42.99040571,43.09809546,42.48834513,21.58164965,64.25214045,0,0,0,0,0,0,0,0,0,19.95394545,0,0,0,0,0,20.69753432,0,0,0,0,0,0,20.81624397,0,0,0,0,0,0,61.94073029,21.28751287,0,0,0,0,0,111.9162016,92.22570943,0,0,0,0,0,0,0,0,0,22.25768798,0,0,45.12047566,0,0,0,0,0,0,22.62614317,23.16281794,0,0,44.21757043,0,0,23.33113878,0,0,0,21.5272307,21.26401494,0,65.48105752,21.54410415,0,0,39.99180241,19.9451165,20.49930876,41.45140556,19.50902371,0,0,0,0,0,83.83640827,109.9839942,0,20.2025582,0,0,0,21.46408777,40.53081813,0,0,20.76274262,0,0,92.57611107,93.41738941,23.18163866,0,0,0,0,0,72.33951,21.46797223,21.55791064,0,0,64.35916619,65.10841494,0,22.61206922,0,0,0,65.61513455,44.40749498,22.49785888,0,0,0,0,22.80494172,23.81783597,0,79.42738667,0,24.26503741,0,23.92808383,98.60690379,49.00330478,49.48042283,0,0
U0900126620,290.1788734,276.1911648,530.7357928,458.7052057,415.8957691,260.0828533,140.4735516,346.7160076,264.4418231,410.478983,541.5374407,1029.845468,405.0557311,420.9505751,623.4676994,507.3424939,786.8089678,727.6230907,760.5467754,718.2180442,361.0288529,438.3274828,600.9457063,568.9434252,525.5985521,620.1256063,476.6707085,358.0697332,352.8342274,615.9505981,466.7000735,561.9237414,570.7507781,302.3880199,306.1943043,159.65842,197.9794981,477.1119993,561.835178,870.2527779,262.4798236,139.7753779,278.9107687,199.6154459,389.7598274,565.6064727,474.3239396,658.2336964,360.5235439,410.5112494,210.0167726,519.4068924,650.3577097,306.1653374,316.915109,185.3416967,348.0925022,293.3455925,636.5900365,736.2049531,370.4405844,250.5057454,129.9021514,207.7010036,130.7862425,454.0254491,346.1999744,429.5964028,116.8235873,167.8382575,150.4104754,294.6907495,203.1106545,439.8801671,340.5905553,108.0779707,108.4378007,284.9405712,174.7007461,225.722126,192.9900138,144.9239969,114.5276327,161.0358674,111.2170497,165.4762909,165.6778645,144.1054965,192.2553899,116.4808575,117.22725,140.7592987,60.58758065,103.6494826,216.4507145,125.8728347,107.0207977,177.0839414,110.1517003,131.946024,135.0006289,179.3348518,138.0589268,92.62842524,69.63372536,209.8803092,211.4423516,234.9139081,239.4918712,266.3848501,235.4808647,114.2026592,135.4034424,204.2113518,182.6150683,274.3894734,161.8237448,297.3276574,158.4259434,140.068029,165.4676134,149.3511364,191.8340284,88.56110571,86.93427447,128.6962828,125.5829425,41.28474347,87.45799016,216.8255281,236.4472314,64.64714318,63.7325177,151.0715476,85.6695206,106.8584297,326.0003857,203.9967416,100.8473681,99.84751695,141.1623138,162.4094901,233.8673907,217.2697859,399.0789089,452.1989759,202.3593317,124.837509,125.8330123,123.9143797,227.6728775,469.7154274,79.1028595,40.92677568,245.5807213,81.9212358,388.2474184,374.6923915,601.8090766,102.4061975,224.2705637,244.1464176,61.39350797,314.056517,557.4665726,510.9003088,260.6118327,329.3861982,282.2424575,423.7707144,270.5630683,604.3474884,760.8621028,238.8550536,403.4552633,402.3070149,336.4837669,508.1780431,385.3097415,573.0749672,292.0319938,220.1312667,422.8960716,542.4447653,557.4275595,789.608324,670.6912662,363.2179203,308.6691448,394.836438,499.6119239,459.4129386,678.7842952,671.7217204,196.4850346,357.1175282,309.522993,267.9708313,581.0352288,1259.881494,737.8736099,405.5038532,396.6391678,495.1263061,574.1284035,579.0065366,938.5618245,797.1318536,662.0326138,323.9436225,319.9344192,518.573029,553.4813366,994.8337333,858.3970432,342.7185037,304.161636,266.8526489,240.8975978,427.8200718,880.2822869,285.958385,328.9163246,303.0383729,228.5923269,321.715448,409.5131501,622.4585452,729.5547263,511.0001179,279.4591492,436.0175951,421.8851255,340.8635552,717.4648608,467.0869471,278.1796639,372.1079742,395.7077085,1032.050702,781.0117818,725.2184266,1398.56386,472.295389,582.0635874,609.4802596,494.7341026,793.7630497,911.5178092,1080.814258,881.8706998,755.9327632,634.7107857,719.298378,874.8684606,1199.002364,742.4293429,490.8518878,476.9589157,483.2739713,572.6265244,752.5630767,1286.163142,513.7026168,529.5159111,496.7180165,606.6259353,505.3439318,693.914431,1331.193201,612.5413097,470.0640169,520.7838928,591.1417571
U0900133620,444.9409392,927.213196,805.9321298,797.7481838,396.0912086,1160.369653,1023.450162,1284.888734,1118.792329,1334.056695,958.1047028,679.6980087,1279.123361,1262.851725,1113.335177,1235.268681,1027.222819,864.0524202,581.594593,605.9964748,1218.472379,1271.1497,1379.9494,1524.768379,868.3802166,505.2875311,1316.5191,1169.694462,1199.636373,1539.876495,1423.435224,1051.341194,423.4602547,1227.33961,1148.228641,1197.43815,890.9077414,1049.646398,917.664124,541.4906174,1256.153442,998.3955561,1275.020657,1337.423488,1415.443584,1005.522618,603.6850141,1097.056161,1059.03791,1447.5923,1428.114054,1428.368954,953.8579742,721.6754381,1500.064849,1153.237224,1494.750157,1278.148653,1360.985595,847.7511581,838.3655332,1271.7984,1354.693865,1208.442203,1046.28994,775.6268088,576.9999573,390.5421843,856.7063072,1195.847584,1052.873328,968.2696054,710.8872908,527.8562005,383.1643748,626.8522298,845.8148455,701.3921754,480.4270516,316.0109764,265.361269,314.0019933,481.0160572,437.0973543,400.3813791,401.8709921,497.0335934,192.140662,168.2234662,349.4425725,422.0181001,261.4101262,161.5668817,310.9484479,303.0310003,230.7668637,513.6998291,243.4904195,220.3034005,197.919036,202.5009434,156.9179953,69.02946341,162.0997442,324.957385,186.5602748,187.948757,375.862253,71.84756136,145.3008273,211.9327782,296.9269138,203.1051636,340.3522531,296.749486,205.792105,92.47071132,251.5849409,248.9550539,396.8594156,330.9352267,256.0305196,277.0935966,243.5430407,412.9378037,364.6394678,293.0268659,536.701665,327.9674631,281.8731866,472.8944628,366.3338114,382.3951062,280.5614455,406.9302228,748.0090082,304.2670267,285.5954383,342.8810517,399.3900678,282.3246276,385.722539,370.2900353,98.75899359,498.8486362,294.9123756,647.5498613,457.737533,356.5268682,557.6147087,703.7161669,653.5171164,355.9628677,327.4142054,368.371082,491.5274148,1042.137807,645.3035632,352.7846311,552.9934663,570.8705257,834.1669269,573.0060744,963.1066522,949.7578645,617.3378732,673.2472345,790.5268757,933.5712056,959.0600378,992.0645839,1074.395535,876.1442396,977.1343102,1210.36579,603.4605224,1054.315803,1215.208364,793.2847618,710.6129593,1145.663976,990.5907,890.3075191,881.4727437,891.8840952,744.4878483,804.8295194,817.2403207,903.9596384,1009.026453,1216.446423,853.1954574,859.7934406,694.8845383,982.4251729,1294.55104,729.5899121,915.5670068,960.9428784,1143.2258,807.0492608,1013.759633,991.5979195,861.0892281,871.8246127,1265.236506,1135.004997,667.8672287,597.9649415,870.5984855,1199.754072,957.3655921,696.976498,994.8337333,526.7436401,887.0361273,588.0458295,718.4494394,762.8423931,692.6610686,712.6094703,395.9423792,575.6035681,585.8741877,519.5280157,643.430896,778.0749852,858.5635107,405.3081813,531.4401226,598.8410341,602.1195361,928.147276,1068.03914,972.0491662,630.5673785,672.267521,837.2429421,721.5846449,609.8481424,994.014995,725.2184266,554.60291,794.3149723,603.6214981,970.6537468,1075.508919,1029.746659,933.2206141,675.5089114,520.0775922,755.9327632,634.7107857,719.298378,896.7401722,1332.224849,1057.399367,647.0320339,1022.054819,1076.382936,726.795204,843.7828436,643.0815712,489.2405874,847.2254578,745.0770248,1310.31202,986.6238669,1172.476108,887.4621341,392.0264382,742.2063424,875.8638197,591.1417571
